Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG MKR+
-1267.969 226.270 -3060.938 -83.398 1616.016 1873.340 2895.996 3118.945 106.055 -503.906 -7.813 -1380.566 0.000 2260.449 -2764.355 -369.238 -2655.273 1712.598 0.000 -234.570 2134.570 -2663.770 1692.090 307.227 -2711.523 2917.578 1138.281 -3148.535 -1162.207 -117.090 -3130.176 -3137.695 0.000 0.000 -50.000
-1264.355 230.371 -3058.984 -82.129 1617.188 1878.223 2896.973 3118.652 105.566 -499.609 -4.785 -1380.859 0.000 2260.449 -2762.012 -363.867 -2654.590 1709.180 0.000 -235.742 2137.109 -2659.863 1689.063 301.367 -2711.816 2918.164 1138.770 -3155.664 -1163.379 -120.215 -3135.352 -3147.461 0.000 0.000 -50.000
-1256.445 238.770 -3055.469 -80.859 1623.730 1886.816 2898.438 3117.188 107.129 -493.359 -1.074 -1381.250 0.000 2257.910 -2758.203 -356.738 -2651.660 1703.711 0.000 -236.816 2142.285 -2656.152 1684.766 291.504 -2713.281 2920.020 1134.277 -3167.871 -1164.453 -128.223 -3142.871 -3161.328 0.000 0.000 -50.000
-1248.145 248.926 -3049.414 -79.688 1630.957 1897.949 2900.879 3115.234 108.105 -486.523 2.539 -1379.199 0.000 2255.566 -2754.980 -348.535 -2650.488 1699.512 0.000 -236.426 2149.023 -2650.098 1678.418 279.004 -2712.891 2921.387 1130.078 -3182.715 -1167.383 -137.402 -3156.445 -3177.051 0.000 0.000 -50.000
-1241.504 255.762 -3045.898 -79.688 1636.328 1908.301 2903.418 3115.723 109.863 -480.664 4.590 -1381.055 0.000 2251.953 -2752.930 -340.332 -2647.656 1693.652 0.000 -238.477 2153.125 -2646.289 1673.535 271.094 -2712.793 2923.828 1126.465 -3191.406 -1169.238 -145.508 -3164.063 -3189.844 0.000 0.000 -50.000
-1238.672 256.348 -3045.605 -78.516 1637.891 1911.621 2904.102 3115.332 108.398 -478.418 3.418 -1382.617 0.000 2251.953 -2750.879 -337.305 -2645.996 1691.895 0.000 -239.258 2157.520 -2644.922 1672.168 269.141 -2712.012 2925.488 1122.461 -3195.898 -1169.043 -144.629 -3167.285 -3196.484 0.000 0.000 -50.000
-1242.871 253.027 -3047.559 -77.051 1636.719 1907.715 2902.734 3116.504 108.594 -479.688 -0.488 -1382.422 0.000 2253.906 -2752.441 -339.551 -2648.242 1692.480 0.000 -237.402 2154.980 -2646.484 1674.707 273.730 -2711.621 2925.098 1122.656 -3193.359 -1167.578 -140.430 -3161.035 -3194.238 0.000 0.000 -50.000
-1249.121 245.508 -3050.488 -78.027 1630.859 1897.656 2900.391 3118.262 108.691 -486.230 -4.883 -1381.055 0.000 2257.813 -2754.785 -341.211 -2650.098 1694.336 0.000 -233.887 2151.270 -2650.488 1679.688 282.813 -2711.230 2923.145 1124.023 -3187.793 -1165.527 -130.664 -3152.930 -3185.840 0.000 0.000 -50.000
-1258.105 237.207 -3054.883 -78.125 1623.242 1885.840 2895.508 3119.336 108.984 -494.141 -9.766 -1380.176 0.000 2261.328 -2757.813 -348.145 -2651.172 1694.922 0.000 -229.883 2147.949 -2654.004 1685.059 295.996 -2710.059 2922.656 1127.344 -3180.078 -1162.500 -119.238 -3140.234 -3176.855 0.000 0.000 -50.000
-1262.988 228.223 -3056.738 -78.809 1620.801 1879.395 2893.457 3121.680 109.082 -502.148 -16.211 -1379.688 0.000 2264.648 -2760.449 -350.781 -2653.027 1695.215 0.000 -226.660 2143.750 -2657.520 1687.793 304.980 -2709.863 2920.703 1129.199 -3172.949 -1159.375 -110.254 -3132.129 -3169.141 0.000 0.000 -50.000
-1263.574 227.734 -3058.398 -77.344 1620.508 1878.027 2892.969 3122.266 108.301 -502.344 -21.680 -1379.199 0.000 2266.992 -2760.938 -352.051 -2653.516 1693.066 0.000 -227.148 2143.555 -2657.617 1688.965 308.008 -2709.863 2921.191 1129.004 -3172.461 -1159.668 -108.203 -3127.637 -3168.750 0.000 0.000 -50.000
-1261.230 230.566 -3056.348 -75.781 1621.191 1880.469 2894.336 3122.363 108.203 -499.219 -27.930 -1378.516 0.000 2266.309 -2758.789 -348.438 -2651.367 1688.672 0.000 -225.098 2147.363 -2654.297 1688.574 305.371 -2711.328 2921.289 1127.051 -3177.637 -1160.840 -108.691 -3129.980 -3175.977 0.000 0.000 -50.000
-1256.348 237.988 -3053.320 -75.391 1627.148 1890.430 2899.023 3120.898 111.719 -494.531 -26.367 -1380.273 0.000 2263.184 -2756.348 -342.773 -2649.512 1681.738 0.000 -226.660 2151.758 -2651.074 1684.668 296.680 -2710.156 2924.219 1123.145 -3186.719 -1160.645 -115.430 -3139.258 -3187.500 0.000 0.000 -50.000
-1247.070 246.387 -3048.047 -75.098 1631.738 1900.195 2899.121 3120.020 112.402 -484.082 -4.980 -1381.055 0.000 2259.570 -2752.930 -335.449 -2647.754 1671.973 0.000 -230.273 2157.227 -2647.070 1679.102 284.863 -2710.645 2924.609 1118.262 -3200.000 -1164.063 -124.121 -3150.781 3198.438 0.000 0.000 -50.000
-1241.895 251.855 -3046.680 -74.414 1635.742 1908.301 2900.391 3118.555 110.645 -478.906 34.473 -1381.543 0.000 2255.859 -2751.172 -326.270 -2646.289 1664.844 0.000 -233.301 2161.816 -2644.531 1671.875 272.852 -2712.109 2925.586 1113.477 3188.672 -1167.871 -133.398 -3161.328 3185.352 0.000 0.000 -50.000
-1241.113 253.516 -3045.703 -76.855 1636.035 1911.230 2900.879 3115.820 110.742 -477.344 72.656 -1383.594 0.000 2252.441 -2750.195 -321.777 -2647.070 1660.547 0.000 -234.863 2163.867 -2643.945 1668.652 267.383 -2713.379 2926.758 1111.230 3181.152 -1169.629 -136.523 -3167.578 3176.855 0.000 0.000 -50.000
-1243.262 252.246 -3047.070 -76.953 1634.863 1908.984 2900.195 3116.797 110.156 -479.688 65.039 -1383.887 0.000 2254.785 -2751.758 -321.973 -2647.559 1662.402 0.000 -233.887 2164.258 -2645.215 1670.117 269.043 -2714.063 2926.758 1111.230 3183.789 -1167.969 -133.398 -3163.574 3179.492 0.000 0.000 -50.000
-1247.461 245.605 -3048.535 -76.270 1630.762 1900.684 2898.340 3117.676 109.082 -486.328 53.906 -1383.105 0.000 2257.715 -2754.395 -324.902 -2650.098 1664.160 0.000 -229.785 2162.109 -2648.633 1674.512 279.004 -2713.281 2925.000 1114.844 3189.648 -1165.820 -126.660 -3155.371 3187.695 0.000 0.000 -50.000
-1257.422 235.254 -3054.102 -76.074 1624.512 1889.648 2893.262 3118.652 108.105 -494.629 57.422 -1382.910 0.000 2261.133 -2758.496 -330.469 -2652.441 1667.480 0.000 -227.539 2156.738 -2653.516 1680.176 289.844 -2714.453 2923.633 1119.238 3198.633 -1161.328 -114.746 -3143.652 3198.340 0.000 0.000 -50.000
-1264.844 228.516 -3057.520 -75.000 1617.969 1878.711 2890.918 3120.703 106.641 -500.586 45.703 -1381.543 0.000 2266.309 -2762.402 -336.621 -2654.785 1671.289 0.000 -225.195 2153.418 -2657.422 1685.742 299.902 -2713.184 2922.266 1122.461 -3191.699 -1159.277 -104.395 -3134.277 -3191.504 0.000 0.000 -50.000
-1267.090 224.707 -3058.691 -75.488 1615.137 1875.098 2890.039 3120.703 106.445 -504.492 50.293 -1382.227 0.000 2265.820 -2763.379 -337.109 -2655.371 1672.168 0.000 -223.926 2150.684 -2658.203 1686.426 305.664 -2713.965 2920.410 1123.926 -3189.258 -1158.789 -99.902 -3131.250 -3187.988 0.000 0.000 -50.000
-1265.332 225.879 -3058.691 -75.977 1615.820 1876.660 2891.504 3119.434 107.227 -501.953 54.199 -1383.008 0.000 2266.211 -2762.500 -334.766 -2654.590 1670.410 0.000 -224.023 2152.832 -2657.227 1685.840 303.223 -2715.137 2921.484 1124.805 -3193.750 -1160.352 -100.781 -3132.910 -3193.848 0.000 0.000 -50.000
-1260.156 231.250 -3054.199 -75.781 1621.777 1885.938 2894.141 3119.531 107.715 -496.289 42.188 -1383.008 0.000 2264.355 -2758.105 -327.539 -2653.516 1665.332 0.000 -226.172 2158.203 -2652.539 1682.031 295.117 -2715.039 2925.000 1121.680 3199.121 -1160.840 -107.617 -3139.355 3196.973 0.000 0.000 -50.000
-1251.953 242.285 -3050.098 -73.047 1627.930 1895.703 2899.707 3119.238 109.473 -487.695 44.238 -1383.203 0.000 2260.742 -2754.688 -320.215 -2651.172 1657.617 0.000 -227.832 2163.770 -2647.168 1676.758 283.398 -2716.602 2926.758 1117.676 3186.523 -1162.891 -118.262 -3151.172 3184.473 0.000 0.000 -50.000
-1243.457 250.391 -3046.191 -71.777 1633.789 1908.496 2902.637 3118.164 109.277 -480.469 50.391 -1383.105 0.000 2256.738 -2751.465 -311.621 -2648.828 1653.613 0.000 -230.176 2170.801 -2643.359 1671.289 271.582 -2717.383 2929.102 1113.965 3172.949 -1166.211 -126.465 -3162.695 3170.215 0.000 0.000 -50.000
-1241.016 255.176 -3043.262 -70.898 1635.840 1914.160 2904.004 3118.164 110.547 -477.539 58.105 -1382.520 0.000 2254.297 -2748.633 -308.887 -2647.461 1650.000 0.000 -230.762 2175.195 -2642.383 1668.555 264.941 -2716.602 2930.762 1109.766 3164.648 -1167.773 -131.152 -3168.457 3163.672 0.000 0.000 -50.000
-1240.820 251.074 -3044.824 -70.215 1636.035 1910.840 2902.441 3118.262 111.133 -475.684 54.199 -1382.617 0.000 2255.762 -2749.609 -309.766 -2647.852 1649.902 0.000 -229.297 2175.488 -2642.285 1670.117 266.797 -2716.895 2931.055 1111.133 3165.137 -1166.699 -129.785 -3165.723 3163.281 0.000 0.000 -50.000
-1247.656 243.262 -3046.680 -72.559 1631.445 1905.078 2900.293 3119.629 110.547 -481.836 48.926 -1382.715 0.000 2258.105 -2751.953 -313.574 -2648.633 1650.781 0.000 -227.344 2173.340 -2643.652 1673.047 273.828 -2715.918 2930.566 1115.039 3171.484 -1163.574 -122.754 -3156.641 3170.605 0.000 0.000 -50.000
-1255.371 233.594 -3050.879 -72.461 1626.758 1895.996 2897.266 3120.020 109.570 -491.504 45.020 -1382.617 0.000 2261.426 -2754.688 -319.727 -2652.637 1654.492 0.000 -224.023 2169.434 -2648.438 1676.758 287.109 -2716.211 2928.613 1119.434 3180.176 -1159.473 -110.938 -3146.680 3180.078 0.000 0.000 -50.000
-1262.500 226.855 -3056.348 -72.559 1620.898 1883.789 2894.629 3121.191 108.594 -498.145 30.371 -1381.348 0.000 2265.625 -2757.715 -324.219 -2653.809 1659.180 0.000 -220.508 2164.551 -2652.539 1683.203 297.461 -2716.016 2927.930 1123.535 3188.574 -1157.324 -98.730 -3134.863 3190.430 0.000 0.000 -50.000
-1267.285 222.559 -3058.496 -72.266 1616.113 1877.539 2892.188 3122.070 108.398 -503.320 25.293 -1381.836 0.000 2267.676 -2759.277 -328.223 -2656.055 1662.402 0.000 -218.262 2162.500 -2654.297 1687.109 305.176 -2715.137 2927.930 1124.609 3194.238 -1155.469 -93.262 -3128.516 3196.191 0.000 0.000 -50.000
-1267.676 221.973 -3057.422 -72.559 1616.504 1879.102 2890.723 3122.852 108.496 -504.395 32.617 -1381.152 0.000 2266.309 -2759.570 -327.734 -2657.422 1665.234 0.000 -217.090 2162.695 -2654.199 1684.863 304.199 -2716.992 2928.125 1126.367 3190.723 -1156.738 -93.652 -3128.418 3194.531 0.000 0.000 -50.000
-1261.914 226.563 -3055.762 -71.777 1619.531 1886.816 2893.359 3122.070 108.301 -499.316 40.527 -1383.008 0.000 2263.770 -2759.277 -321.582 -2655.078 1665.918 0.000 -219.043 2164.941 -2652.148 1680.957 296.777 -2717.188 2929.785 1122.852 3181.543 -1158.203 -101.074 -3135.742 3187.402 0.000 0.000 -50.000
-1254.004 235.547 -3050.586 -71.094 1624.707 1895.508 2895.898 3120.215 108.496 -491.016 50.293 -1383.105 0.000 2260.156 -2754.492 -313.672 -2651.270 1665.137 0.000 -221.777 2167.969 -2647.266 1675.977 284.766 -2719.141 2931.055 1118.945 3166.406 -1160.840 -110.059 -3148.047 3175.293 0.000 0.000 -50.000
-1247.168 243.457 -3046.973 -70.020 1632.129 1907.422 2898.535 3119.629 109.473 -483.496 54.395 -1383.203 0.000 2257.031 -2750.781 -303.418 -2649.414 1669.238 0.000 -224.121 2170.996 -2642.480 1669.336 272.070 -2719.922 2933.594 1115.723 3152.246 -1163.867 -121.387 -3161.328 3162.207 0.000 0.000 -50.000
-1242.383 247.754 -3044.434 -68.945 1635.547 1913.379 2901.465 3120.117 110.059 -479.785 56.836 -1383.398 0.000 2255.273 -2749.707 -298.047 -2648.730 1673.828 0.000 -226.953 2173.340 -2638.867 1666.504 265.234 -2720.410 2933.887 1112.109 3141.602 -1165.137 -128.027 -3166.309 3154.004 0.000 0.000 -50.000
-1242.383 246.973 -3044.336 -70.898 1634.570 1913.867 2901.270 3118.555 109.180 -478.516 57.031 -1383.691 0.000 2254.688 -2749.707 -295.898 -2649.414 1684.082 0.000 -225.195 2172.559 -2639.941 1665.332 264.063 -2720.410 2933.203 1111.523 3138.184 -1163.672 -127.148 -3166.699 3152.930 0.000 0.000 -50.000
-1248.438 241.016 -3047.266 -70.313 1630.859 1907.031 2896.875 3118.652 109.375 -483.398 54.004 -1384.961 0.000 2256.445 -2751.660 -298.145 -2651.074 1698.145 0.000 -223.926 2168.066 -2642.773 1668.750 270.801 -2720.898 2931.445 1113.770 3141.992 -1163.086 -118.848 -3160.059 3158.203 0.000 0.000 -50.000
-1257.813 230.664 -3051.660 -71.777 1624.316 1895.801 2893.848 3118.164 107.813 -492.188 51.758 -1385.156 0.000 2259.668 -2755.762 -303.711 -2654.199 1715.820 0.000 -220.605 2162.891 -2647.656 1671.680 283.691 -2720.898 2930.469 1118.164 3150.000 -1160.645 -110.449 -3148.633 3166.895 0.000 0.000 -50.000
-1266.113 218.750 -3058.691 -73.242 1616.016 1880.859 2890.039 3118.945 105.957 -502.930 51.563 -1384.473 0.000 2263.184 -2760.742 -310.645 -2657.715 1738.574 0.000 -218.262 2157.910 -2654.395 1676.270 296.191 -2721.387 2928.613 1121.484 3157.813 -1157.031 -98.633 -3136.816 3179.102 0.000 0.000 -50.000
-1270.996 213.379 -3062.695 -73.730 1612.402 1874.512 2886.328 3120.215 104.004 -507.324 50.293 -1386.426 0.000 2266.406 -2762.012 -312.402 -2659.180 1735.645 0.000 -217.871 2156.055 -2658.398 1679.297 304.883 -2720.020 2927.930 1122.363 3163.379 -1155.273 -88.867 -3128.516 3187.109 0.000 0.000 -50.000
-1273.730 210.645 -3063.086 -72.461 1612.500 1874.707 2884.082 3119.434 104.395 -509.375 52.539 -1386.914 0.000 2266.797 -2762.207 -307.813 -2660.547 1729.395 0.000 -216.406 2158.105 -2659.277 1679.395 307.422 -2720.020 2928.027 1123.340 3162.012 -1153.223 -88.281 -3126.660 3187.598 0.000 0.000 -50.000
-1268.945 215.430 -3058.984 -71.973 1614.453 1879.492 2886.328 3119.238 103.125 -504.492 57.715 -1387.012 0.000 2265.820 -2760.547 -297.656 -2659.473 1724.902 0.000 -217.578 2163.477 -2657.227 1676.758 301.660 -2722.168 2928.516 1120.996 3149.902 -1155.566 -95.117 -3132.813 3182.031 0.000 0.000 -50.000
-1262.109 221.484 -3054.297 -71.582 1619.824 1890.527 2889.746 3117.383 104.980 -497.363 68.164 -1387.793 0.000 2261.426 -2758.887 -286.328 -2658.105 1718.262 0.000 -217.871 2168.262 -2654.004 1672.168 291.309 -2722.070 2929.395 1117.383 3136.621 -1158.203 -103.613 -3143.457 3169.434 0.000 0.000 -50.000
-1252.148 234.082 -3049.023 -69.336 1628.027 1900.781 2893.262 3117.676 105.957 -487.891 79.785 -1386.426 0.000 2258.887 -2756.836 -276.465 -2654.004 1707.813 0.000 -220.898 2174.512 -2649.609 1665.625 278.320 -2723.828 2932.227 1114.453 3116.211 -1161.523 -116.895 -3156.250 3153.613 0.000 0.000 -50.000
-1245.508 241.113 -3047.168 -69.922 1633.203 1910.938 2897.656 3116.992 106.543 -482.910 89.551 -1386.230 0.000 2255.859 -2751.758 -263.770 -2653.125 1696.094 0.000 -222.461 2179.199 -2645.605 1662.598 268.848 -2723.730 2933.398 1110.938 3103.613 -1164.746 -124.805 -3168.066 3143.359 0.000 0.000 -50.000
-1244.629 242.188 -3045.898 -69.922 1633.398 1913.281 2896.387 3118.848 107.422 -480.566 95.801 -1386.719 0.000 2256.445 -2751.172 -258.203 -2650.977 1690.527 0.000 -224.121 2179.590 -2644.434 1662.402 266.406 -2725.781 2933.008 1112.109 3096.484 -1165.820 -126.953 -3168.457 3139.258 0.000 0.000 -50.000
-1248.535 237.109 -3047.754 -69.043 1630.273 1907.129 2900.293 3118.652 106.152 -484.961 96.777 -1386.230 0.000 2259.082 -2754.395 -260.059 -2653.711 1692.383 0.000 -221.973 2175.879 -2646.387 1663.574 272.949 -2724.414 2932.129 1113.867 3096.680 -1164.355 -122.168 -3162.305 3143.945 0.000 0.000 -50.000
-1259.375 227.832 -3053.320 -70.703 1624.316 1897.754 2907.324 3118.848 105.469 -492.871 94.336 -1386.621 0.000 2261.719 -2756.641 -262.891 -2658.398 1693.457 0.000 -218.750 2168.555 -2649.609 1666.309 283.789 -2721.484 2930.957 1117.773 3103.711 -1161.230 -111.621 -3152.734 3154.395 0.000 0.000 -50.000
-1267.871 215.430 -3059.180 -73.047 1616.406 1885.938 2900.684 3118.359 103.809 -501.855 92.871 -1387.695 0.000 2266.309 -2759.863 -269.434 -2661.230 1698.340 0.000 -215.234 2163.086 -2653.125 1670.020 297.266 -2718.359 2929.785 1122.461 3112.891 -1156.055 -96.973 -3138.672 3165.137 0.000 0.000 -50.000
-1272.754 209.766 -3063.477 -73.145 1611.621 1876.074 2891.699 3119.043 102.051 -507.129 91.895 -1388.086 0.000 2270.996 -2762.891 -274.805 -2661.133 1695.703 0.000 -213.867 2159.473 -2654.980 1675.195 307.227 -2718.750 2929.492 1127.637 3117.871 -1153.223 -88.184 -3128.125 3175.293 0.000 0.000 -50.000
-1275.977 207.031 -3064.746 -73.242 1610.840 1874.023 2884.766 3118.359 100.879 -511.523 94.238 -1388.379 0.000 2271.777 -2763.281 -274.512 -2662.207 1708.301 0.000 -212.207 2158.203 -2653.809 1675.293 312.109 -2719.824 2929.590 1127.246 3113.379 -1152.832 -84.766 -3126.758 3178.223 0.000 0.000 -50.000
-1272.461 209.668 -3061.914 -71.387 1612.402 1878.223 2880.859 3119.043 101.953 -507.910 102.344 -1388.184 0.000 2271.680 -2762.402 -269.922 -2660.840 1707.031 0.000 -214.258 2161.719 -2651.465 1672.949 307.031 -2717.676 2930.273 1125.781 3099.121 -1154.102 -89.258 -3130.371 3172.559 0.000 0.000 -50.000
-1265.625 217.578 -3057.715 -70.410 1617.676 1888.867 2884.961 3118.652 102.344 -500.391 111.230 -1386.621 0.000 2268.848 -2759.473 -259.766 -2658.691 1696.191 0.000 -215.723 2165.137 -2645.801 1669.043 296.387 -2719.043 2932.031 1122.461 3080.078 -1157.422 -96.680 -3141.113 3163.574 0.000 0.000 -50.000
-1254.492 228.516 -3052.051 -68.262 1625.586 1900.684 2888.770 3118.750 104.297 -491.504 122.070 -1384.570 0.000 2264.746 -2756.445 -250.000 -2655.566 1684.668 0.000 -219.043 2171.777 -2640.137 1664.160 282.324 -2719.043 2936.133 1117.285 3055.176 -1161.426 -108.496 -3154.395 3151.074 0.000 0.000 -50.000
-1248.828 236.133 -3048.340 -66.699 1631.250 1911.816 2893.652 3120.508 107.129 -484.082 130.957 -1383.887 0.000 2263.184 -2753.223 -239.746 -2654.199 1679.199 0.000 -220.313 2175.195 -2636.230 1659.668 270.898 -2719.141 2936.816 1114.746 3031.641 -1165.039 -118.848 -3166.504 3142.578 0.000 0.000 -50.000
-1247.070 239.453 -3047.754 -65.332 1634.570 1914.258 2891.016 3121.094 107.520 -480.469 137.891 -1383.105 0.000 2263.379 -2751.172 -235.547 -2652.930 1670.898 0.000 -220.703 2177.637 -2633.984 1657.129 267.480 -2717.578 2936.914 1114.258 3021.387 -1166.992 -122.168 -3170.215 3140.527 0.000 0.000 -50.000
-1248.730 235.352 -3048.047 -65.527 1632.227 1911.230 2891.211 3120.215 105.762 -483.496 139.063 -1384.375 0.000 2263.965 -2753.613 -239.160 -2654.590 1668.848 0.000 -219.824 2176.563 -2635.547 1657.422 270.605 -2718.555 2936.719 1115.527 3026.270 -1165.430 -115.625 -3165.625 3147.266 0.000 0.000 -50.000
-1256.250 226.270 -3051.758 -66.016 1625.293 1901.660 2887.012 3121.582 103.809 -491.309 136.523 -1383.789 0.000 2268.359 -2756.543 -243.262 -2656.641 1669.824 0.000 -218.164 2171.289 -2638.477 1660.059 279.688 -2717.871 2935.352 1118.066 3036.133 -1161.816 -105.273 -3155.762 3161.914 0.000 0.000 -50.000
-1266.699 215.820 -3057.520 -69.238 1616.113 1890.039 2881.543 3119.434 102.637 -501.660 132.617 -1383.203 0.000 2273.340 -2760.449 -251.074 -2660.547 1671.191 0.000 -216.211 2164.453 -2642.188 1664.355 293.262 -2714.941 2935.059 1122.070 3051.855 -1158.887 -90.625 -3141.406 3180.957 0.000 0.000 -50.000
-1273.828 205.371 -3062.598 -71.973 1611.621 1878.809 2876.660 3117.676 101.172 -510.254 129.785 -1386.133 0.000 2276.270 -2762.695 -255.566 -2665.430 1668.457 0.000 -213.965 2159.766 -2645.801 1667.578 305.078 -2711.719 2934.375 1127.734 3065.625 -1155.371 -78.027 -3131.543 3199.414 0.000 0.000 -50.000
-1277.246 202.148 -3064.551 -72.070 1607.910 1875.391 2873.633 3118.066 99.219 -512.891 128.711 -1386.133 0.000 2279.199 -2763.965 -255.371 -2665.039 1665.918 0.000 -212.012 2156.543 -2645.703 1667.676 307.715 -2712.695 2933.203 1129.395 3067.871 -1154.688 -73.145 -3126.660 -3190.527 0.000 0.000 -50.000
-1275.586 205.469 -3064.551 -71.973 1609.375 1876.367 2875.391 3117.969 99.512 -512.598 133.984 -1385.938 0.000 2277.148 -2763.965 -251.465 -2663.867 1666.211 0.000 -213.770 2155.566 -2642.383 1665.430 304.102 -2712.891 2933.984 1128.027 3063.672 -1157.129 -75.098 -3131.543 -3189.355 0.000 0.000 -50.000
-1270.020 210.254 -3061.719 -71.777 1613.672 1883.984 2877.246 3118.555 100.098 -505.664 141.797 -1384.277 0.000 2274.512 -2761.719 -242.871 -2662.402 1664.551 0.000 -215.625 2158.008 -2637.500 1661.426 293.750 -2712.402 2934.082 1124.902 3052.344 -1159.473 -85.352 -3140.332 -3197.656 0.000 0.000 -50.000
-1259.766 220.410 -3056.641 -68.945 1621.973 1897.559 2882.715 3118.848 100.879 -495.313 151.855 -1384.570 0.000 2271.582 -2759.863 -231.738 -2660.547 1660.449 0.000 -218.359 2163.281 -2635.059 1652.637 279.395 -2714.941 2935.742 1121.777 3037.012 -1163.574 -99.512 -3155.469 3188.379 0.000 0.000 -50.000
-1252.148 231.055 -3050.293 -66.113 1628.516 1910.254 2887.207 3119.629 102.148 -487.793 160.156 -1383.301 0.000 2268.164 -2756.836 -221.484 -2658.105 1655.078 0.000 -221.289 2166.016 -2629.688 1650.977 265.820 -2715.820 2936.328 1114.551 3021.582 -1167.969 -109.277 -3171.680 3174.805 0.000 0.000 -50.000
-1247.656 234.375 -3047.656 -65.918 1632.910 1915.527 2889.551 3120.410 103.613 -482.715 165.723 -1382.813 0.000 2266.113 -2756.543 -217.480 -2655.957 1651.660 0.000 -223.145 2167.285 -2627.832 1649.902 259.668 -2715.723 2938.672 1111.914 3014.551 -1170.703 -114.941 -3178.223 3165.918 0.000 0.000 3199.902
-1248.047 233.008 -3048.730 -65.918 1631.543 1914.355 2889.258 3119.531 102.930 -485.254 167.871 -1382.715 0.000 2267.969 -2756.445 -220.410 -2655.957 1653.027 0.000 -223.828 2165.918 -2625.977 1648.535 261.621 -2715.137 2939.258 1113.086 3015.723 -1169.141 -113.965 -3176.758 3164.648 0.000 0.000 -50.000
-1254.492 225.098 -3051.465 -67.480 1626.758 1907.031 2885.059 3119.824 101.172 -491.309 163.086 -1384.082 0.000 2272.754 -2759.180 -228.027 -2657.031 1654.590 0.000 -220.508 2162.598 -2628.027 1652.148 270.117 -2713.574 2939.355 1116.895 3025.293 -1167.383 -104.004 -3166.602 3171.875 0.000 0.000 -50.000
-1264.551 213.477 -3057.617 -69.043 1616.602 1891.895 2878.125 3117.969 100.879 -499.805 157.422 -1381.641 0.000 2276.367 -2762.500 -240.918 -2659.277 1665.332 0.000 -216.699 2159.473 -2630.664 1657.227 281.836 -2711.035 2938.184 1122.070 3039.258 -1163.770 -89.941 -3151.270 3182.910 0.000 0.000 -50.000
-1274.707 203.613 -3065.234 -71.973 1609.473 1880.371 2874.512 3118.555 98.535 -510.059 150.781 -1384.570 0.000 2281.934 -2764.648 -252.930 -2664.551 1672.070 0.000 -214.063 2155.078 -2632.617 1661.230 295.020 -2707.910 2937.695 1127.734 3055.273 -1158.496 -74.805 -3138.086 3192.969 0.000 0.000 -50.000
-1279.199 196.875 -3066.699 -72.461 1606.348 1874.023 2872.461 3117.578 96.680 -513.672 148.926 -1383.691 0.000 2284.473 -2767.969 -262.207 -2665.039 1678.809 0.000 -212.109 2154.004 -2632.617 1664.160 300.684 -2706.836 2936.621 1129.297 3061.816 -1154.883 -65.723 -3131.445 3192.383 0.000 0.000 -50.000
-1277.637 198.535 -3064.746 -72.070 1606.934 1875.586 2872.266 3117.578 96.680 -512.988 151.367 -1383.203 0.000 2285.547 -2768.750 -266.504 -2663.184 1683.398 0.000 -211.133 2156.348 -2630.469 1664.258 299.414 -2706.543 2937.109 1130.078 3059.668 -1155.762 -65.820 -3133.398 3177.734 0.000 0.000 -50.000
-1271.484 204.297 -3061.426 -70.508 1613.086 1884.570 2875.098 3117.969 98.535 -507.715 157.813 -1382.520 0.000 2284.180 -2764.844 -267.090 -2661.719 1684.180 0.000 -211.133 2160.254 -2625.293 1662.598 291.309 -2706.641 2938.672 1127.441 3051.563 -1157.129 -71.973 -3141.797 3150.293 0.000 0.000 -50.000
-1260.645 217.480 -3055.566 -65.234 1620.508 1897.461 2881.836 3120.215 101.758 -496.973 167.383 -1380.762 0.000 2281.055 -2761.426 -265.430 -2657.617 1685.352 0.000 -212.793 2166.211 -2626.270 1658.105 278.809 -2707.129 2941.113 1124.414 3038.477 -1161.035 -84.082 -3153.809 3108.984 0.000 0.000 -50.000
-1250.195 230.078 -3048.438 -61.621 1630.664 1912.695 2889.746 3123.730 105.664 -486.719 178.711 -1376.953 0.000 2278.613 -2755.469 -262.500 -2652.051 1683.301 0.000 -214.063 2174.512 -2631.055 1655.371 267.383 -2706.836 2943.750 1120.703 3024.512 -1163.965 -96.777 -3166.895 3054.395 0.000 0.000 -50.000
-1242.871 236.719 -3041.992 -57.520 1635.742 1923.145 2893.750 3126.563 110.645 -479.785 187.207 -1375.586 0.000 2278.516 -2751.758 -264.648 -2648.145 1683.691 0.000 -215.039 2179.785 -2617.969 1654.004 260.156 -2705.078 2946.387 1120.508 3015.918 -1166.309 -101.563 -3173.145 2988.770 0.000 0.000 -50.000
-1241.113 238.184 -3038.867 -55.566 1638.770 1924.316 2897.266 3129.395 112.305 -477.051 188.379 -1372.363 0.000 2283.008 -2749.512 -268.750 -2645.605 1692.383 0.000 -211.133 2181.250 -2618.457 1655.078 261.719 -2700.781 2949.707 1123.926 3017.871 -1162.891 -97.754 -3170.313 2916.992 0.000 0.000 -50.000
