Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG MKR+
-1238.672 253.320 -2807.617 219.629 1663.184 1710.254 2686.816 -3091.309 179.297 -559.961 93.652 -1524.023 0.000 2410.547 -2628.711 -296.680 -2869.727 1438.574 0.000 199.512 2370.020 -2312.891 1386.328 204.004 -2683.887 2941.113 915.820 2866.699 -1011.133 -99.707 2997.559 2988.477 0.000 0.000 -50.000
-1226.660 266.113 -2800.195 222.461 1673.047 1727.344 2694.531 -3091.602 180.957 -546.875 103.320 -1525.293 0.000 2405.469 -2623.535 -286.133 -2866.992 1430.566 0.000 196.094 2375.000 -2306.445 1380.176 187.695 -2686.719 2943.359 909.473 2847.949 -1016.504 -118.164 2979.785 2972.070 0.000 0.000 -50.000
-1214.258 280.273 -2793.359 224.414 1682.324 1742.578 2700.195 -3092.871 181.543 -534.961 113.965 -1525.586 0.000 2400.879 -2619.043 -277.148 -2861.914 1422.266 0.000 192.871 2379.883 -2301.270 1374.805 171.387 -2688.672 2944.336 903.711 2831.055 -1020.605 -133.789 2963.477 2953.906 0.000 0.000 -50.000
-1209.375 285.742 -2792.285 225.391 1685.449 1749.023 2701.953 -3092.578 183.008 -530.469 117.090 -1526.270 0.000 2398.730 -2617.480 -272.949 -2861.523 1419.043 0.000 190.039 2383.496 -2300.098 1371.289 166.016 -2689.258 2943.555 902.051 2825.586 -1023.242 -138.574 2958.496 2948.438 0.000 0.000 -50.000
-1197.559 299.512 -2782.910 225.879 1694.824 1766.797 2708.594 -3093.848 185.547 -519.238 125.977 -1526.660 0.000 2392.188 -2612.109 -264.160 -2859.570 1410.645 0.000 186.133 2390.820 -2294.531 1365.039 150.391 -2691.113 2945.703 894.238 2808.301 -1028.809 -153.223 2942.188 2931.152 0.000 0.000 -50.000
-1191.895 308.203 -2780.176 228.809 1699.219 1775.488 2711.914 -3094.922 185.938 -511.133 132.520 -1525.098 0.000 2389.453 -2609.766 -258.691 -2855.762 1406.055 0.000 184.766 2394.141 -2290.723 1362.109 140.430 -2692.383 2946.191 890.723 2798.242 -1033.105 -164.063 2932.715 2920.801 0.000 0.000 -50.000
-1202.344 294.727 -2786.523 227.051 1690.723 1759.766 2706.934 -3092.969 185.352 -521.387 123.633 -1526.172 0.000 2394.531 -2614.648 -267.578 -2858.887 1413.184 0.000 188.965 2387.500 -2296.484 1367.480 154.688 -2689.648 2945.020 897.070 2813.379 -1026.563 -149.512 2946.191 2937.109 0.000 0.000 -50.000
-1214.746 279.980 -2792.773 224.414 1681.445 1741.797 2699.609 -3092.578 182.227 -534.180 112.500 -1525.977 0.000 2400.195 -2619.824 -278.223 -2861.914 1422.559 0.000 192.969 2381.836 -2302.246 1374.512 171.973 -2689.063 2943.457 902.734 2832.227 -1021.094 -132.227 2963.770 2956.836 0.000 0.000 -50.000
-1219.824 274.414 -2794.824 222.559 1678.516 1736.719 2698.438 -3092.578 182.031 -538.281 110.449 -1526.367 0.000 2401.270 -2620.410 -281.250 -2863.574 1425.391 0.000 192.188 2379.785 -2302.539 1377.246 177.051 -2687.500 2943.457 905.469 2837.988 -1019.531 -128.027 2969.629 2962.305 0.000 0.000 -50.000
-1231.836 261.133 -2803.027 223.047 1669.434 1720.703 2691.406 -3092.383 178.418 -550.684 101.270 -1526.367 0.000 2407.227 -2625.000 -290.820 -2866.895 1433.691 0.000 196.777 2373.047 -2306.641 1383.105 193.066 -2685.938 2942.871 912.207 2854.785 -1013.770 -111.328 2985.156 2977.344 0.000 0.000 -50.000
-1239.063 250.684 -2807.324 221.680 1661.719 1708.984 2689.258 -3091.406 178.125 -558.398 94.629 -1525.977 0.000 2410.254 -2629.395 -297.656 -2867.090 1438.281 0.000 198.535 2368.945 -2311.719 1388.184 204.492 -2684.277 2940.137 916.504 2866.602 -1010.938 -100.391 2997.070 2989.746 0.000 0.000 -50.000
-1230.469 262.402 -2802.051 223.730 1669.141 1721.289 2694.336 -3091.406 179.980 -549.805 101.953 -1526.172 0.000 2404.980 -2626.074 -290.527 -2866.895 1431.836 0.000 196.289 2373.633 -2307.422 1383.105 192.383 -2685.254 2942.676 911.621 2854.199 -1014.453 -113.086 2982.715 2978.223 0.000 0.000 -50.000
-1215.234 278.613 -2792.773 224.121 1680.859 1741.113 2700.586 -3093.066 183.203 -534.180 113.770 -1525.781 0.000 2400.391 -2620.313 -279.004 -2862.109 1421.875 0.000 191.602 2381.152 -2301.172 1375.879 173.340 -2686.621 2943.848 904.004 2832.129 -1021.484 -132.520 2963.184 2954.980 0.000 0.000 -50.000
-1211.914 281.445 -2790.430 225.000 1682.617 1745.605 2702.637 -3092.383 182.520 -531.055 116.992 -1525.586 0.000 2399.609 -2618.359 -275.195 -2861.230 1419.043 0.000 190.820 2382.617 -2298.633 1372.363 168.555 -2687.793 2943.457 901.855 2827.246 -1022.266 -136.719 2959.180 2950.000 0.000 0.000 -50.000
-1201.074 294.531 -2784.863 226.660 1692.578 1761.328 2709.180 -3093.359 185.156 -521.191 124.609 -1524.609 0.000 2394.043 -2613.281 -264.453 -2859.082 1411.133 0.000 186.426 2387.891 -2294.531 1365.723 153.906 -2690.234 2945.215 896.484 2812.012 -1027.148 -151.074 2943.848 2934.180 0.000 0.000 -50.000
-1190.723 307.617 -2778.711 229.395 1699.902 1774.707 2713.281 -3093.652 186.133 -509.668 132.422 -1525.488 0.000 2389.844 -2610.156 -257.422 -2854.883 1404.688 0.000 183.691 2393.359 -2289.746 1361.621 138.477 -2692.383 2946.680 891.504 2797.168 -1031.641 -165.625 2930.566 2919.336 0.000 0.000 -50.000
-1197.754 298.926 -2782.227 227.441 1694.434 1766.211 2710.254 -3093.555 183.984 -516.113 126.953 -1525.488 0.000 2392.090 -2613.086 -263.379 -2857.520 1408.594 0.000 186.523 2390.527 -2292.969 1364.941 149.023 -2689.648 2946.484 894.727 2806.348 -1029.590 -156.543 2940.527 2930.176 0.000 0.000 -50.000
-1212.500 279.980 -2791.016 225.879 1682.422 1747.168 2703.223 -3092.090 182.422 -532.617 114.551 -1527.051 0.000 2397.070 -2618.359 -275.879 -2860.352 1419.141 0.000 191.602 2381.738 -2300.195 1373.535 168.652 -2687.402 2944.727 903.320 2829.199 -1021.875 -136.719 2959.961 2951.855 0.000 0.000 -50.000
-1217.188 276.172 -2792.773 225.391 1679.297 1739.844 2700.488 -3091.406 182.422 -535.059 112.695 -1525.977 0.000 2399.219 -2620.996 -280.176 -2861.719 1423.242 0.000 191.797 2380.859 -2300.391 1375.781 174.219 -2687.891 2942.773 905.273 2832.910 -1020.020 -130.566 2965.137 2957.031 0.000 0.000 -50.000
-1227.832 263.574 -2799.902 223.926 1671.094 1725.684 2695.605 -3090.918 179.688 -545.801 104.297 -1526.172 0.000 2404.883 -2625.293 -288.184 -2864.258 1430.957 0.000 196.094 2375.293 -2307.324 1383.203 188.770 -2685.938 2942.480 910.742 2847.070 -1015.625 -117.285 2979.004 2972.363 0.000 0.000 -50.000
-1239.160 250.098 -2805.469 222.363 1662.402 1710.938 2689.746 -3091.602 178.906 -557.031 95.313 -1525.586 0.000 2408.984 -2629.004 -296.582 -2867.773 1438.965 0.000 199.219 2369.043 -2311.426 1389.844 204.395 -2682.813 2941.016 915.625 2862.793 -1010.449 -104.004 2993.164 2988.184 0.000 0.000 -50.000
-1234.668 255.957 -2802.734 222.754 1667.090 1717.285 2691.895 -3090.625 180.371 -552.344 99.707 -1524.805 0.000 2407.813 -2626.758 -292.090 -2867.188 1434.766 0.000 197.949 2372.656 -2308.789 1386.621 196.094 -2685.059 2941.406 914.258 2854.883 -1012.207 -110.352 2986.621 2979.395 0.000 0.000 -50.000
-1218.945 273.926 -2792.969 224.219 1677.148 1738.770 2700.293 -3092.285 180.957 -538.281 111.523 -1525.488 0.000 2400.977 -2620.605 -278.809 -2861.719 1423.047 0.000 193.359 2380.371 -2301.270 1379.199 176.172 -2688.477 2943.066 905.566 2834.277 -1018.848 -130.078 2966.797 2958.496 0.000 0.000 -50.000
-1211.816 281.348 -2788.965 225.977 1681.055 1745.020 2702.441 -3091.602 182.324 -530.859 114.844 -1524.805 0.000 2398.730 -2618.262 -275.879 -2860.742 1418.164 0.000 191.504 2381.641 -2299.512 1374.707 169.531 -2689.355 2943.457 903.711 2826.758 -1023.145 -137.012 2959.961 2951.270 0.000 0.000 -50.000
-1203.223 290.332 -2783.203 228.027 1690.332 1758.008 2708.984 -3093.457 184.180 -522.656 123.535 -1525.879 0.000 2394.824 -2615.039 -267.676 -2859.082 1412.988 0.000 187.793 2384.766 -2296.094 1370.508 157.813 -2689.648 2944.238 897.949 2812.598 -1026.270 -149.121 2947.266 2937.695 0.000 0.000 -50.000
-1192.188 304.980 -2777.246 229.297 1698.340 1774.023 2712.598 -3092.480 185.840 -510.352 133.594 -1526.563 0.000 2389.063 -2610.547 -258.398 -2855.176 1406.055 0.000 183.691 2392.383 -2290.527 1363.184 140.723 -2692.188 2944.336 892.188 2796.875 -1031.641 -163.672 2931.934 2922.168 0.000 0.000 -50.000
-1192.871 301.953 -2779.785 229.395 1695.508 1770.215 2712.012 -3092.285 185.156 -513.477 129.297 -1525.879 0.000 2390.527 -2612.109 -260.449 -2856.641 1408.203 0.000 183.887 2391.211 -2292.578 1364.551 145.605 -2691.016 2946.387 893.262 2800.488 -1029.297 -160.840 2934.668 2925.391 0.000 0.000 -50.000
-1207.617 283.789 -2788.477 225.586 1684.082 1750.391 2704.297 -3091.895 183.203 -528.320 117.285 -1525.586 0.000 2396.973 -2617.969 -273.633 -2860.352 1418.066 0.000 189.453 2382.910 -2299.902 1374.023 166.309 -2687.305 2943.359 901.660 2821.484 -1022.852 -140.820 2954.492 2947.461 0.000 0.000 -50.000
-1216.113 277.930 -2791.016 224.121 1679.492 1741.211 2700.684 -3091.602 182.617 -534.668 113.477 -1525.586 0.000 2399.609 -2619.043 -277.832 -2860.742 1420.996 0.000 191.895 2379.688 -2301.172 1377.344 173.438 -2687.207 2943.359 903.809 2830.078 -1020.898 -133.203 2963.184 2956.152 0.000 0.000 -50.000
-1225.391 266.895 -2796.582 224.609 1672.754 1728.711 2696.875 -3090.527 180.664 -543.848 107.617 -1525.586 0.000 2403.320 -2623.242 -285.156 -2863.672 1428.418 0.000 193.555 2375.684 -2303.613 1381.543 185.156 -2686.133 2942.773 909.180 2842.773 -1015.430 -122.461 2973.633 2967.578 0.000 0.000 -50.000
-1235.938 253.906 -2802.344 221.484 1663.184 1713.281 2690.234 -3090.234 177.832 -555.078 97.754 -1526.660 0.000 2409.570 -2627.832 -295.117 -2865.430 1435.938 0.000 198.145 2369.629 -2309.180 1389.355 199.707 -2684.570 2940.527 916.602 2859.375 -1010.449 -107.031 2989.258 2984.180 0.000 0.000 -50.000
-1236.035 254.297 -2801.367 221.582 1663.281 1714.355 2691.504 -3090.234 179.883 -553.418 98.047 -1525.293 0.000 2408.984 -2628.906 -295.801 -2865.137 1435.645 0.000 197.070 2371.191 -2309.473 1387.207 199.512 -2683.496 2940.723 915.137 2857.129 -1011.230 -108.887 2990.039 2984.082 0.000 0.000 -50.000
-1220.410 270.508 -2792.773 224.512 1675.586 1733.984 2698.438 -3091.406 182.227 -539.844 109.766 -1525.684 0.000 2401.660 -2622.461 -281.934 -2862.402 1425.586 0.000 193.359 2377.051 -2302.344 1379.785 180.762 -2685.547 2942.578 906.836 2837.305 -1018.164 -129.102 2968.945 2963.281 0.000 0.000 -50.000
-1213.184 277.930 -2788.086 225.684 1681.641 1744.629 2703.906 -3090.332 182.422 -531.934 116.016 -1525.781 0.000 2398.145 -2618.848 -275.195 -2861.230 1419.824 0.000 190.527 2381.348 -2299.414 1375.098 170.020 -2687.988 2942.676 902.637 2826.758 -1021.387 -137.305 2958.789 2952.832 0.000 0.000 -50.000
-1205.273 288.477 -2784.180 227.539 1686.621 1755.176 2707.227 -3091.797 182.227 -523.535 121.973 -1526.074 0.000 2395.898 -2616.016 -269.336 -2858.984 1414.063 0.000 187.402 2384.766 -2295.898 1370.410 160.840 -2689.941 2943.848 899.609 2816.406 -1023.535 -147.168 2948.730 2940.723 0.000 0.000 -50.000
-1192.969 301.074 -2777.539 228.418 1696.582 1771.582 2712.793 -3092.188 185.645 -511.816 131.055 -1526.172 0.000 2388.867 -2611.621 -258.496 -2855.469 1407.324 0.000 185.645 2390.723 -2290.527 1363.281 142.871 -2691.406 2945.313 893.262 2799.414 -1029.688 -162.207 2932.324 2924.512 0.000 0.000 -50.000
-1192.383 302.051 -2774.609 229.883 1698.438 1774.219 2713.965 -3092.578 185.156 -511.230 133.105 -1526.855 0.000 2389.648 -2610.254 -257.617 -2854.492 1405.566 0.000 183.203 2390.332 -2290.430 1363.086 141.016 -2690.527 2945.801 892.188 2797.070 -1031.445 -164.746 2930.957 2922.070 0.000 0.000 -50.000
-1204.688 286.914 -2783.496 226.855 1687.207 1755.078 2706.836 -3092.285 182.520 -524.805 122.559 -1525.684 0.000 2395.117 -2616.797 -269.824 -2858.594 1415.039 0.000 187.402 2383.691 -2295.703 1370.605 160.645 -2689.160 2944.922 900.000 2815.918 -1024.512 -146.973 2947.949 2943.262 0.000 0.000 -50.000
-1214.844 276.563 -2789.063 226.172 1679.980 1743.457 2701.660 -3091.504 181.641 -532.813 115.723 -1524.805 0.000 2398.730 -2620.020 -277.734 -2860.840 1420.215 0.000 190.820 2379.785 -2299.414 1376.367 173.438 -2687.305 2943.262 904.199 2827.637 -1020.117 -135.449 2959.961 2954.688 0.000 0.000 -50.000
-1220.313 268.750 -2792.871 225.977 1675.195 1734.961 2699.121 -3091.309 181.445 -539.160 109.570 -1526.074 0.000 2401.172 -2622.656 -284.082 -2861.328 1425.000 0.000 191.992 2377.344 -2302.930 1381.641 181.836 -2685.742 2942.480 907.520 2835.938 -1017.773 -128.418 2970.020 2962.891 0.000 0.000 -50.000
-1232.129 254.492 -2799.805 223.926 1665.234 1716.113 2692.676 -3089.844 180.078 -549.121 99.902 -1525.293 0.000 2407.520 -2627.344 -294.141 -2864.453 1434.668 0.000 195.410 2370.410 -2307.422 1387.402 196.973 -2683.887 2941.797 913.086 2852.930 -1013.086 -112.207 2985.938 2980.273 0.000 0.000 -50.000
-1237.012 250.977 -2802.051 222.656 1662.207 1712.500 2690.430 -3089.355 179.590 -555.371 98.438 -1526.563 0.000 2408.008 -2628.223 -296.094 -2866.016 1437.402 0.000 195.703 2367.871 -2309.375 1388.770 202.441 -2683.789 2941.895 915.918 2858.398 -1009.375 -105.664 2989.746 2986.230 0.000 0.000 -50.000
-1224.512 265.625 -2793.945 224.414 1672.070 1729.199 2698.535 -3089.746 179.785 -542.676 108.887 -1526.660 0.000 2402.734 -2623.047 -285.938 -2863.574 1427.930 0.000 192.383 2373.926 -2303.223 1381.836 185.254 -2684.570 2942.871 909.668 2840.527 -1015.723 -122.070 2971.484 2968.555 0.000 0.000 -50.000
-1212.012 277.441 -2786.133 226.465 1679.492 1744.727 2703.516 -3089.551 180.957 -530.469 115.723 -1525.684 0.000 2398.633 -2619.531 -277.930 -2859.180 1420.605 0.000 189.453 2381.055 -2298.047 1377.441 170.508 -2686.133 2943.066 903.223 2824.121 -1022.461 -138.086 2957.324 2951.953 0.000 0.000 -50.000
-1207.129 282.715 -2782.813 228.516 1682.813 1751.953 2707.031 -3090.332 182.031 -526.172 119.824 -1525.879 0.000 2396.094 -2616.602 -272.461 -2857.617 1414.355 0.000 187.988 2383.301 -2295.410 1374.121 163.965 -2687.598 2942.578 900.000 2817.773 -1023.633 -144.629 2950.391 2945.117 0.000 0.000 -50.000
-1195.605 297.266 -2775.781 229.199 1695.215 1769.434 2712.598 -3091.602 184.570 -515.527 129.492 -1525.781 0.000 2391.504 -2612.500 -261.523 -2855.273 1406.445 0.000 183.789 2388.770 -2291.016 1367.285 147.168 -2689.551 2943.652 894.336 2801.172 -1030.273 -159.766 2934.180 2928.613 0.000 0.000 -50.000
-1189.844 303.223 -2772.852 229.980 1699.512 1775.586 2715.820 -3091.602 184.961 -510.059 134.277 -1525.879 0.000 2389.063 -2609.473 -258.691 -2853.418 1403.418 0.000 182.031 2392.480 -2287.891 1363.770 140.039 -2690.137 2944.727 890.625 2793.359 -1031.738 -167.676 2928.027 2918.750 0.000 0.000 -50.000
-1200.977 289.844 -2778.320 229.102 1690.039 1760.254 2708.789 -3091.309 183.789 -520.605 125.195 -1526.270 0.000 2392.871 -2614.551 -266.992 -2856.445 1411.035 0.000 186.621 2385.742 -2292.383 1370.508 155.859 -2689.355 2945.215 895.996 2808.789 -1026.758 -154.688 2942.676 2936.621 0.000 0.000 -50.000
-1213.672 275.781 -2785.547 226.563 1679.785 1742.969 2702.832 -3090.625 182.031 -532.227 115.820 -1526.660 0.000 2399.512 -2619.531 -277.441 -2860.156 1418.457 0.000 189.258 2379.492 -2297.949 1377.051 172.461 -2686.621 2944.043 904.590 2826.172 -1020.996 -137.793 2959.180 2953.711 0.000 0.000 -50.000
-1217.480 270.898 -2788.770 226.758 1675.488 1737.988 2701.465 -3089.160 182.129 -536.230 113.281 -1525.684 0.000 2400.195 -2621.973 -281.738 -2860.547 1421.387 0.000 190.527 2378.223 -2298.926 1379.883 176.855 -2686.133 2943.359 905.957 2829.688 -1018.652 -132.324 2964.941 2958.984 0.000 0.000 -50.000
-1228.516 257.129 -2795.410 223.730 1664.160 1720.313 2694.727 -3088.770 180.664 -547.070 104.199 -1524.121 0.000 2406.055 -2625.391 -292.090 -2863.477 1429.980 0.000 193.750 2372.070 -2305.273 1387.109 192.871 -2682.910 2941.406 912.402 2846.777 -1011.523 -117.188 2979.785 2975.000 0.000 0.000 -50.000
-1237.500 248.535 -2800.293 221.582 1661.230 1711.035 2691.406 -3087.207 178.027 -555.859 98.047 -1524.707 0.000 2408.789 -2628.418 -298.242 -2866.211 1437.402 0.000 196.191 2366.895 -2308.691 1390.723 202.637 -2681.152 2940.332 917.578 2858.691 -1009.375 -106.836 2989.746 2985.840 0.000 0.000 -50.000
-1227.344 259.375 -2794.434 224.707 1667.871 1724.316 2696.973 -3088.770 179.785 -546.094 106.152 -1526.074 0.000 2404.785 -2624.902 -289.648 -2862.402 1428.906 0.000 193.457 2373.340 -2304.590 1385.254 190.918 -2684.082 2940.820 911.621 2845.215 -1013.281 -120.801 2977.148 2972.461 0.000 0.000 -50.000
-1212.500 276.270 -2787.402 226.758 1678.223 1742.383 2704.492 -3090.332 181.445 -532.031 117.773 -1526.172 0.000 2399.414 -2619.629 -278.418 -2859.082 1420.313 0.000 188.477 2379.102 -2297.949 1377.734 172.461 -2686.426 2942.676 903.613 2825.195 -1020.117 -137.793 2959.375 2952.441 0.000 0.000 -50.000
-1209.277 280.566 -2786.035 227.930 1683.301 1747.852 2705.664 -3090.820 183.008 -527.832 119.727 -1526.953 0.000 2398.145 -2617.188 -275.977 -2858.594 1417.969 0.000 188.477 2381.152 -2294.824 1373.926 166.016 -2687.988 2943.555 901.855 2820.215 -1021.875 -143.066 2954.297 2947.070 0.000 0.000 -50.000
-1197.656 292.773 -2777.344 230.273 1691.113 1765.332 2711.719 -3092.188 184.961 -516.016 127.930 -1526.465 0.000 2393.262 -2614.160 -266.211 -2856.738 1409.863 0.000 183.984 2386.719 -2289.551 1367.578 151.660 -2689.453 2946.191 895.508 2803.711 -1027.441 -159.180 2936.816 2932.813 0.000 0.000 -50.000
-1187.988 302.441 -2771.777 231.250 1697.461 1777.832 2715.820 -3091.406 186.816 -505.273 136.621 -1525.879 0.000 2388.477 -2610.938 -258.105 -2852.637 1404.004 0.000 181.641 2391.309 -2285.742 1362.109 139.063 -2690.723 2945.703 890.234 2789.355 -1032.520 -171.582 2925.781 2918.848 0.000 0.000 -50.000
-1195.801 292.773 -2776.465 230.273 1691.895 1766.797 2712.695 -3089.844 185.156 -514.063 130.176 -1525.391 0.000 2391.211 -2615.234 -264.648 -2854.980 1408.789 0.000 184.375 2387.891 -2289.648 1367.090 149.316 -2689.355 2944.629 894.727 2800.098 -1028.027 -159.570 2936.816 2928.613 0.000 0.000 -50.000
-1210.254 276.270 -2785.059 226.758 1680.566 1746.289 2704.980 -3089.355 183.301 -529.688 118.262 -1526.172 0.000 2396.680 -2619.824 -276.270 -2858.789 1418.164 0.000 188.965 2380.762 -2295.898 1375.977 169.531 -2686.328 2944.824 902.441 2821.680 -1021.094 -141.602 2955.273 2950.195 0.000 0.000 -50.000
-1215.723 273.145 -2785.156 226.465 1677.344 1741.504 2703.125 -3089.648 182.910 -533.203 115.332 -1526.074 0.000 2399.219 -2619.922 -279.590 -2859.277 1420.313 0.000 189.648 2378.223 -2297.949 1378.809 174.316 -2686.035 2944.043 903.418 2827.148 -1020.801 -135.840 2959.863 2954.395 0.000 0.000 -50.000
-1226.758 259.277 -2792.480 225.879 1668.262 1724.707 2697.461 -3089.453 180.566 -544.141 107.715 -1525.488 0.000 2404.102 -2624.219 -288.086 -2861.816 1429.395 0.000 193.359 2373.145 -2302.246 1385.645 189.258 -2684.375 2941.699 910.645 2840.820 -1016.211 -122.656 2974.609 2971.680 0.000 0.000 -50.000
-1237.402 247.852 -2798.242 224.805 1658.691 1711.035 2692.773 -3089.355 177.930 -554.395 98.828 -1526.270 0.000 2407.324 -2629.688 -297.168 -2865.332 1436.523 0.000 196.680 2368.164 -2305.957 1391.211 202.734 -2682.031 2941.504 916.504 2855.176 -1010.254 -107.617 2989.453 2986.523 0.000 0.000 -50.000
-1230.078 254.297 -2794.141 224.121 1664.746 1719.727 2695.508 -3088.770 179.883 -548.047 104.297 -1525.586 0.000 2405.566 -2625.977 -292.285 -2863.379 1430.859 0.000 193.652 2370.313 -2303.125 1387.793 194.629 -2683.984 2941.797 913.965 2846.094 -1012.695 -116.895 2980.664 2977.539 0.000 0.000 -50.000
-1213.672 271.484 -2785.059 226.855 1675.781 1740.234 2703.516 -3090.527 181.055 -533.789 115.723 -1526.758 0.000 2400.098 -2619.434 -279.297 -2859.180 1421.191 0.000 189.648 2377.344 -2296.191 1379.980 173.828 -2686.230 2943.750 905.469 2826.074 -1020.703 -136.133 2960.742 2954.297 0.000 0.000 -50.000
-1210.645 277.832 -2783.496 227.930 1679.395 1746.973 2706.055 -3089.648 182.227 -529.492 119.336 -1525.977 0.000 2397.461 -2618.457 -275.977 -2858.594 1417.383 0.000 187.207 2379.492 -2294.434 1377.148 167.383 -2686.133 2944.434 902.441 2820.117 -1021.875 -142.090 2955.469 2948.730 0.000 0.000 50.000
-1200.488 289.258 -2777.734 228.418 1688.281 1761.133 2710.645 -3089.063 184.277 -519.434 126.758 -1525.488 0.000 2392.773 -2613.867 -267.578 -2856.836 1410.938 0.000 183.496 2385.059 -2290.430 1370.605 154.688 -2687.891 2945.703 898.145 2805.469 -1025.684 -156.055 2940.625 2934.766 0.000 0.000 50.000
-1188.477 302.441 -2770.215 232.129 1698.730 1776.270 2716.309 -3090.625 184.473 -507.520 135.352 -1526.855 0.000 2387.305 -2611.133 -258.594 -2853.027 1403.320 0.000 180.566 2389.844 -2284.277 1363.965 141.113 -2689.941 2946.777 891.406 2788.965 -1031.055 -171.289 2924.512 2919.727 0.000 0.000 50.000
-1193.164 296.973 -2771.875 231.543 1694.824 1772.266 2714.258 -3091.016 184.863 -510.742 132.324 -1527.051 0.000 2390.527 -2612.695 -261.523 -2852.930 1405.566 0.000 180.859 2388.477 -2285.742 1365.625 145.801 -2690.527 2947.070 892.676 2795.410 -1028.809 -166.895 2930.664 2923.828 0.000 0.000 50.000
-1207.813 280.859 -2780.078 228.418 1681.543 1749.902 2706.641 -3090.625 183.496 -524.023 120.410 -1526.855 0.000 2396.387 -2618.457 -273.828 -2856.348 1415.527 0.000 185.547 2380.273 -2293.750 1374.023 165.430 -2687.500 2945.117 902.539 2816.504 -1023.438 -146.484 2951.074 2945.508 0.000 0.000 50.000
-1214.551 273.340 -2783.203 227.441 1677.344 1741.895 2704.395 -3089.844 182.520 -530.957 117.383 -1526.465 0.000 2397.656 -2620.313 -278.223 -2857.422 1419.434 0.000 188.086 2378.809 -2295.996 1379.199 173.535 -2685.938 2942.871 904.492 2822.754 -1020.313 -139.648 2957.910 2954.199 0.000 0.000 50.000
-1223.828 261.719 -2788.770 225.977 1669.824 1729.883 2699.121 -3089.551 180.176 -539.844 110.254 -1525.195 0.000 2402.930 -2622.852 -286.133 -2861.621 1425.684 0.000 192.383 2374.707 -2299.609 1383.984 186.035 -2684.863 2942.773 908.887 2837.207 -1016.016 -127.441 2968.945 2965.430 0.000 0.000 50.000
-1234.668 248.242 -2796.387 223.438 1660.645 1715.039 2694.336 -3087.598 178.516 -551.953 100.488 -1526.367 0.000 2407.813 -2627.637 -294.531 -2864.746 1433.887 0.000 194.043 2369.336 -2304.004 1388.965 201.563 -2681.641 2941.016 914.941 2852.051 -1009.961 -111.035 2984.375 2982.129 0.000 0.000 50.000
-1232.129 250.879 -2793.945 224.023 1661.035 1714.844 2695.703 -3087.109 178.711 -549.512 102.734 -1526.953 0.000 2405.371 -2628.125 -294.434 -2863.477 1431.055 0.000 193.457 2370.117 -2301.465 1388.770 199.512 -2682.031 2941.016 914.648 2849.805 -1011.133 -113.281 2982.031 2980.176 0.000 0.000 50.000
-1218.652 267.969 -2785.352 225.977 1673.340 1736.914 2702.637 -3088.281 180.762 -536.328 114.160 -1526.953 0.000 2400.781 -2621.582 -281.250 -2860.156 1421.484 0.000 190.332 2377.832 -2297.168 1379.395 178.809 -2683.984 2944.531 906.250 2829.297 -1017.871 -132.813 2960.840 2959.277 0.000 0.000 50.000
-1210.547 276.172 -2780.469 228.613 1679.492 1745.898 2707.129 -3088.867 181.738 -527.441 118.555 -1526.855 0.000 2397.949 -2619.238 -276.660 -2858.398 1415.527 0.000 187.891 2381.836 -2294.141 1377.344 168.652 -2685.352 2943.164 903.418 2819.531 -1021.875 -143.652 2953.125 2947.754 0.000 0.000 50.000
-1202.539 286.523 -2776.367 229.688 1685.547 1757.129 2710.645 -3088.965 181.250 -519.824 125.684 -1525.879 0.000 2393.555 -2614.746 -269.238 -2856.445 1410.254 0.000 184.473 2383.887 -2290.039 1371.289 157.910 -2686.719 2944.922 898.633 2807.422 -1025.293 -153.027 2943.555 2937.207 0.000 0.000 50.000
-1189.844 299.121 -2769.629 232.520 1695.313 1773.047 2715.820 -3090.820 184.766 -509.863 134.961 -1527.832 0.000 2389.355 -2610.449 -258.594 -2853.027 1403.711 0.000 179.297 2389.453 -2285.254 1365.527 142.676 -2688.672 2946.094 891.992 2790.918 -1030.566 -169.043 2927.539 2921.777 0.000 0.000 50.000
-1189.355 299.219 -2768.359 231.348 1695.801 1773.633 2715.723 -3089.844 184.668 -505.957 136.035 -1527.441 0.000 2388.672 -2610.840 -258.496 -2852.344 1401.953 0.000 179.492 2390.820 -2284.863 1365.332 141.797 -2689.355 2945.801 891.016 2790.820 -1031.348 -169.922 2926.367 2919.727 0.000 0.000 50.000
-1203.223 282.520 -2777.441 230.176 1682.520 1755.371 2709.766 -3089.453 183.496 -521.484 125.293 -1525.977 0.000 2394.629 -2617.383 -271.387 -2856.152 1412.305 0.000 185.156 2382.813 -2291.699 1372.461 160.742 -2686.523 2944.043 898.926 2810.059 -1024.023 -151.563 2946.582 2939.648 0.000 0.000 50.000
-1213.477 271.973 -2781.934 227.539 1678.125 1742.676 2705.371 -3088.965 181.641 -529.492 118.945 -1525.977 0.000 2397.266 -2620.801 -277.734 -2858.301 1419.238 0.000 188.672 2377.637 -2295.898 1377.051 171.387 -2684.375 2943.848 904.199 2822.852 -1019.336 -139.746 2955.078 2953.125 0.000 0.000 50.000
