Fp1 - M1Ref	Fpz - M1Ref	Fp2 - M1Ref	F7 - M1Ref	F3 - M1Ref	Fz - M1Ref	F4 - M1Ref	F8 - M1Ref	FC5 - M1Ref	FC1 - M1Ref	FC2 - M1Ref	FC6 - M1Ref	M1 - M1Ref	T7 - M1Ref	C3 - M1Ref	Cz - M1Ref	C4 - M1Ref	T8 - M1Ref	M2 - M1Ref	CP5 - M1Ref	CP1 - M1Ref	CP2 - M1Ref	CP6 - M1Ref	P7 - M1Ref	P3 - M1Ref	Pz - M1Ref	P4 - M1Ref	P8 - M1Ref	POz - M1Ref	O1 - M1Ref	Oz - M1Ref	O2 - M1Ref	HEOG - M1Ref	VEOG - M1Ref	
-1.048947E+003	3.566924E+002	-2.775548E+003	-6.093361E+003	-1.089933E+004	2.085555E+003	9.375369E+003	-9.370220E+003	3.767560E+002	6.093747E+003	1.994028E+002	-1.196251E+003	0.000000E+000	-3.795181E+003	-2.518032E+003	-6.514474E+003	1.022109E+004	1.843855E+003	0.000000E+000	-6.111291E+003	2.530648E+003	4.118128E+003	8.122550E+003	-1.175857E+002	3.928822E+003	3.181102E+003	7.637294E+003	-6.019746E+003	-8.784903E+002	-5.797889E+003	2.114721E+003	9.508918E+002	0.000000E+000	0.000000E+000	
-1.034088E+003	3.732251E+002	-2.765856E+003	-6.086189E+003	-1.088583E+004	2.103871E+003	9.386992E+003	-9.364262E+003	3.852705E+002	6.107963E+003	2.156779E+002	-1.190532E+003	0.000000E+000	-3.793931E+003	-2.508525E+003	-6.501270E+003	1.022775E+004	1.843542E+003	0.000000E+000	-6.108441E+003	2.539402E+003	4.127562E+003	8.121925E+003	-1.498049E+002	3.933603E+003	3.186380E+003	7.635289E+003	-6.239543E+003	-8.785271E+002	-5.779959E+003	2.037410E+003	1.061195E+003	0.000000E+000	0.000000E+000	
-1.020608E+003	3.870360E+002	-2.754877E+003	-6.080690E+003	-1.087467E+004	2.121507E+003	9.395304E+003	-9.360308E+003	3.939322E+002	6.122013E+003	2.281647E+002	-1.186321E+003	0.000000E+000	-3.794593E+003	-2.500930E+003	-6.488985E+003	1.023604E+004	1.841740E+003	0.000000E+000	-6.106013E+003	2.546298E+003	4.135875E+003	8.120491E+003	-1.720936E+002	3.934357E+003	3.191860E+003	7.634278E+003	-6.427121E+003	-8.789501E+002	-5.763242E+003	1.964291E+003	1.156235E+003	0.000000E+000	0.000000E+000	
-1.010347E+003	3.975366E+002	-2.747245E+003	-6.074420E+003	-1.086731E+004	2.133074E+003	9.402293E+003	-9.354570E+003	4.003687E+002	6.132127E+003	2.392355E+002	-1.180877E+003	0.000000E+000	-3.792386E+003	-2.493978E+003	-6.479845E+003	1.024198E+004	1.843910E+003	0.000000E+000	-6.102446E+003	2.551833E+003	4.142458E+003	8.122735E+003	-1.848011E+002	3.937593E+003	3.197175E+003	7.635988E+003	-6.574370E+003	-8.764307E+002	-5.740770E+003	1.908551E+003	1.193401E+003	0.000000E+000	0.000000E+000	
-1.007772E+003	4.004606E+002	-2.744413E+003	-6.070024E+003	-1.086336E+004	2.134307E+003	9.405124E+003	-9.351186E+003	4.049662E+002	6.135695E+003	2.431342E+002	-1.177291E+003	0.000000E+000	-3.790142E+003	-2.490025E+003	-6.477675E+003	1.024476E+004	1.847643E+003	0.000000E+000	-6.097867E+003	2.555272E+003	4.144720E+003	8.127443E+003	-1.840471E+002	3.940977E+003	3.199529E+003	7.640678E+003	-6.689822E+003	-8.722377E+002	-5.712927E+003	1.867026E+003	1.237151E+003	0.000000E+000	0.000000E+000	
-1.013381E+003	3.949620E+002	-2.745646E+003	-6.069988E+003	-1.086643E+004	2.128275E+003	9.403267E+003	-9.350194E+003	4.051869E+002	6.130601E+003	2.403389E+002	-1.175397E+003	0.000000E+000	-3.783982E+003	-2.490668E+003	-6.481850E+003	1.024415E+004	1.851910E+003	0.000000E+000	-6.092589E+003	2.553507E+003	4.144039E+003	8.132647E+003	-1.708431E+002	3.942835E+003	3.200982E+003	7.647390E+003	-6.765994E+003	-8.661507E+002	-5.679880E+003	1.840931E+003	1.292339E+003	0.000000E+000	0.000000E+000	
-1.020939E+003	3.869072E+002	-2.750905E+003	-6.071348E+003	-1.087300E+004	2.116781E+003	9.399478E+003	-9.350745E+003	4.055547E+002	6.121535E+003	2.332588E+002	-1.175967E+003	0.000000E+000	-3.779108E+003	-2.493096E+003	-6.489739E+003	1.024260E+004	1.857574E+003	0.000000E+000	-6.090161E+003	2.551337E+003	4.140730E+003	8.138881E+003	-1.412904E+002	3.945924E+003	3.200724E+003	7.652576E+003	-6.827711E+003	-8.610014E+002	-5.648452E+003	1.820849E+003	1.359260E+003	0.000000E+000	0.000000E+000	
-1.029564E+003	3.781536E+002	-2.756183E+003	-6.071863E+003	-1.087997E+004	2.104405E+003	9.395304E+003	-9.349477E+003	4.056650E+002	6.114179E+003	2.267671E+002	-1.174698E+003	0.000000E+000	-3.774897E+003	-2.495008E+003	-6.497978E+003	1.024176E+004	1.862135E+003	0.000000E+000	-6.085086E+003	2.548266E+003	4.138320E+003	8.146016E+003	-1.050069E+002	3.950430E+003	3.200964E+003	7.659307E+003	-6.899781E+003	-8.552454E+002	-5.616141E+003	1.794809E+003	1.424618E+003	0.000000E+000	0.000000E+000	
-1.035320E+003	3.737032E+002	-2.759254E+003	-6.069895E+003	-1.088134E+004	2.099918E+003	9.393134E+003	-9.350966E+003	4.077615E+002	6.108239E+003	2.235305E+002	-1.175250E+003	0.000000E+000	-3.773794E+003	-2.495689E+003	-6.503035E+003	1.024025E+004	1.865408E+003	0.000000E+000	-6.079440E+003	2.545507E+003	4.137235E+003	8.149142E+003	-7.446111E+001	3.953188E+003	3.202803E+003	7.662966E+003	-6.945940E+003	-8.505008E+002	-5.589328E+003	1.759022E+003	1.462704E+003	0.000000E+000	0.000000E+000	
-1.034364E+003	3.727469E+002	-2.759401E+003	-6.070576E+003	-1.088125E+004	2.098483E+003	9.391755E+003	-9.349237E+003	4.066581E+002	6.108588E+003	2.255166E+002	-1.175434E+003	0.000000E+000	-3.772120E+003	-2.496516E+003	-6.504157E+003	1.024207E+004	1.865040E+003	0.000000E+000	-6.080176E+003	2.545765E+003	4.137548E+003	8.150963E+003	-5.634696E+001	3.951294E+003	3.201313E+003	7.662911E+003	-6.977038E+003	-8.508685E+002	-5.577540E+003	1.732044E+003	1.492790E+003	0.000000E+000	0.000000E+000	
-1.031624E+003	3.778409E+002	-2.757820E+003	-6.071109E+003	-1.087859E+004	2.103908E+003	9.391828E+003	-9.350322E+003	4.067316E+002	6.112707E+003	2.273924E+002	-1.175820E+003	0.000000E+000	-3.777012E+003	-2.495339E+003	-6.502704E+003	1.024141E+004	1.859027E+003	0.000000E+000	-6.082989E+003	2.546813E+003	4.140674E+003	8.144637E+003	-5.377236E+001	3.949124E+003	3.201607E+003	7.658001E+003	-6.984099E+003	-8.552270E+002	-5.571195E+003	1.715364E+003	1.511014E+003	0.000000E+000	0.000000E+000	
-1.026419E+003	3.856015E+002	-2.754417E+003	-6.070650E+003	-1.087581E+004	2.113489E+003	9.392913E+003	-9.351977E+003	4.078534E+002	6.119604E+003	2.295072E+002	-1.178063E+003	0.000000E+000	-3.784441E+003	-2.493335E+003	-6.498309E+003	1.024012E+004	1.851744E+003	0.000000E+000	-6.088157E+003	2.547144E+003	4.142716E+003	8.136435E+003	-6.896250E+001	3.942025E+003	3.198720E+003	7.649247E+003	-6.954657E+003	-8.614612E+002	-5.567113E+003	1.703466E+003	1.513387E+003	0.000000E+000	0.000000E+000	
-1.018622E+003	3.929759E+002	-2.752395E+003	-6.072029E+003	-1.087046E+004	2.123843E+003	9.395451E+003	-9.353430E+003	4.057386E+002	6.126150E+003	2.352633E+002	-1.182312E+003	0.000000E+000	-3.792386E+003	-2.493059E+003	-6.493472E+003	1.023920E+004	1.843211E+003	0.000000E+000	-6.095789E+003	2.547879E+003	4.144205E+003	8.128454E+003	-8.939379E+001	3.935810E+003	3.196807E+003	7.639905E+003	-6.913831E+003	-8.692953E+002	-5.561872E+003	1.709534E+003	1.494114E+003	0.000000E+000	0.000000E+000	
-1.016783E+003	3.966355E+002	-2.752321E+003	-6.075229E+003	-1.086906E+004	2.127135E+003	9.395525E+003	-9.355949E+003	4.033663E+002	6.130141E+003	2.365322E+002	-1.185879E+003	0.000000E+000	-3.798491E+003	-2.493813E+003	-6.491983E+003	1.023672E+004	1.833961E+003	0.000000E+000	-6.100497E+003	2.547861E+003	4.143212E+003	8.120233E+003	-1.117193E+002	3.931709E+003	3.193093E+003	7.631390E+003	-6.873576E+003	-8.762100E+002	-5.560033E+003	1.763472E+003	1.470795E+003	0.000000E+000	0.000000E+000	
-1.020700E+003	3.935644E+002	-2.756551E+003	-6.080194E+003	-1.087360E+004	2.123015E+003	9.391681E+003	-9.361393E+003	4.004423E+002	6.125305E+003	2.314933E+002	-1.192536E+003	0.000000E+000	-3.805259E+003	-2.499256E+003	-6.495073E+003	1.023232E+004	1.829364E+003	0.000000E+000	-6.104248E+003	2.541774E+003	4.139221E+003	8.114625E+003	-1.288220E+002	3.927571E+003	3.189102E+003	7.626168E+003	-6.809302E+003	-8.809362E+002	-5.549017E+003	1.850089E+003	1.441408E+003	0.000000E+000	0.000000E+000	
-1.029767E+003	3.845165E+002	-2.762859E+003	-6.083872E+003	-1.087929E+004	2.114850E+003	9.385502E+003	-9.365531E+003	3.963413E+002	6.116772E+003	2.227765E+002	-1.195736E+003	0.000000E+000	-3.806123E+003	-2.503909E+003	-6.501748E+003	1.022668E+004	1.828518E+003	0.000000E+000	-6.105278E+003	2.537324E+003	4.136757E+003	8.115599E+003	-1.430006E+002	3.924187E+003	3.184946E+003	7.625690E+003	-6.757111E+003	-8.812672E+002	-5.528788E+003	1.936614E+003	1.407626E+003	0.000000E+000	0.000000E+000	
-1.039237E+003	3.756525E+002	-2.769130E+003	-6.087164E+003	-1.088765E+004	2.101683E+003	9.379673E+003	-9.368216E+003	3.935092E+002	6.108423E+003	2.133792E+002	-1.197833E+003	0.000000E+000	-3.804891E+003	-2.509665E+003	-6.510998E+003	1.022366E+004	1.829125E+003	0.000000E+000	-6.103678E+003	2.532781E+003	4.134716E+003	8.118358E+003	-1.578598E+002	3.923139E+003	3.183272E+003	7.628669E+003	-6.706429E+003	-8.788949E+002	-5.502987E+003	1.993752E+003	1.385116E+003	0.000000E+000	0.000000E+000	
