 	Fp1	Fpz	Fp2	F7	F3	Fz	F4	F8	FC5	FC1	FC2	FC6	M1	T7	C3	Cz	C4	T8	M2	CP5	CP1	CP2	CP6	P7	P3	Pz	P4	P8	POz	O1	Oz	O2	HEOG	VEOG	
0.0000	-1470.5000	41.0000	-3312.5000	-6722.5000	-11462.5000	1679.5000	9144.5000	-9911.0000	-123.0000	5676.5000	-26.5000	-1548.0000	0.0000	-4295.5000	-2949.5000	-6966.0000	10020.5000	1684.0000	0.0000	-6899.0000	1948.5000	3599.0000	7959.0000	2534.5000	3536.5000	2738.5000	7387.0000	-648.0000	-1350.5000	-5219.0000	3889.0000	1066.0000	0.0000	0.0000
1.9531	-1480.0000	32.0000	-3324.0000	-6737.5000	-11473.0000	1673.0000	9133.0000	-9924.5000	-136.0000	5667.5000	-38.0000	-1562.5000	0.0000	-4315.0000	-2962.5000	-6976.5000	10008.0000	1669.5000	0.0000	-6914.0000	1938.0000	3588.5000	7943.0000	2536.0000	3521.5000	2725.5000	7370.0000	-645.5000	-1367.0000	-5232.5000	4221.5000	1061.5000	0.0000	0.0000
3.9062	-1478.0000	32.5000	-3327.5000	-6744.5000	-11475.5000	1674.5000	9128.0000	-9933.5000	-143.0000	5668.0000	-41.5000	-1572.5000	0.0000	-4327.0000	-2969.5000	-6979.5000	9999.0000	1656.0000	0.0000	-6927.5000	1930.5000	3581.5000	7926.5000	2519.0000	3511.0000	2716.0000	7355.5000	-678.5000	-1380.5000	-5247.5000	4465.5000	1062.5000	0.0000	0.0000
5.8594	-1468.5000	45.0000	-3320.5000	-6741.5000	-11466.5000	1689.0000	9134.0000	-9930.5000	-141.5000	5679.5000	-33.5000	-1571.0000	0.0000	-4331.5000	-2965.5000	-6969.5000	9999.0000	1651.0000	0.0000	-6934.0000	1931.5000	3582.5000	7917.5000	2478.0000	3505.5000	2713.5000	7345.5000	-693.0000	-1389.5000	-5268.0000	4518.0000	1034.5000	0.0000	0.0000
7.8125	-1462.0000	52.5000	-3314.5000	-6739.5000	-11460.0000	1698.0000	9138.0000	-9929.5000	-138.5000	5687.0000	-31.0000	-1571.0000	0.0000	-4335.0000	-2962.5000	-6962.5000	10001.0000	1651.0000	0.0000	-6936.5000	1934.0000	3586.5000	7914.5000	2480.0000	3503.0000	2713.5000	7341.0000	-686.0000	-1393.5000	-5283.5000	4494.0000	1011.5000	0.0000	0.0000
9.7656	-1461.0000	54.0000	-3313.0000	-6739.0000	-11460.0000	1698.0000	9138.0000	-9930.0000	-139.5000	5688.0000	-30.5000	-1570.0000	0.0000	-4335.0000	-2962.0000	-6962.5000	10005.5000	1655.5000	0.0000	-6933.0000	1937.0000	3590.5000	7918.0000	2492.5000	3506.5000	2716.0000	7344.5000	-703.5000	-1392.5000	-5285.0000	4478.0000	997.0000	0.0000	0.0000
11.7188	-1463.5000	49.5000	-3315.5000	-6740.0000	-11462.0000	1693.5000	9137.5000	-9929.0000	-138.0000	5685.0000	-33.0000	-1569.0000	0.0000	-4331.0000	-2962.5000	-6965.0000	10005.5000	1663.5000	0.0000	-6928.5000	1938.0000	3592.5000	7925.0000	2514.0000	3511.5000	2718.5000	7351.0000	-735.5000	-1384.0000	-5275.0000	4467.0000	981.0000	0.0000	0.0000
13.6719	-1470.5000	42.5000	-3318.5000	-6737.0000	-11464.0000	1685.5000	9135.0000	-9925.0000	-137.0000	5678.5000	-37.0000	-1564.5000	0.0000	-4323.0000	-2961.5000	-6970.0000	10006.0000	1672.0000	0.0000	-6922.5000	1938.5000	3590.5000	7932.5000	2523.0000	3516.5000	2723.5000	7360.5000	-790.0000	-1376.0000	-5256.0000	4463.0000	984.5000	0.0000	0.0000
15.6250	-1478.0000	34.5000	-3320.0000	-6737.0000	-11469.0000	1675.0000	9131.5000	-9921.5000	-134.5000	5671.0000	-45.0000	-1562.5000	0.0000	-4315.5000	-2964.0000	-6975.5000	10003.0000	1677.5000	0.0000	-6917.5000	1934.0000	3586.5000	7937.0000	2513.0000	3519.0000	2722.5000	7366.5000	-808.0000	-1370.5000	-5233.0000	4486.0000	994.0000	0.0000	0.0000
17.5781	-1484.0000	28.5000	-3325.5000	-6738.5000	-11474.0000	1666.0000	9127.5000	-9923.5000	-136.0000	5663.5000	-53.0000	-1565.0000	0.0000	-4312.0000	-2967.0000	-6981.0000	10000.0000	1679.5000	0.0000	-6917.0000	1930.0000	3581.5000	7938.0000	2504.5000	3519.5000	2719.5000	7369.0000	-765.0000	-1367.5000	-5212.0000	4497.5000	997.0000	0.0000	0.0000
