Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG
-1269.406 183.477 -3027.123 -6407.480 -11148.110 1894.464 9247.080 -9640.737 138.955 5900.928 7.742 -1393.190 0.000 -4115.682 -2769.497 -6767.722 10085.389 1612.711 0.000 -6498.033 2191.978 3778.704 8009.875 275.629 3701.594 2939.255 7473.696 -3187.631 -1155.168 -6500.424 3251.407 3187.667 0.000 0.000
-1275.218 177.482 -3028.999 -6408.106 -11152.506 1889.076 9249.582 -9638.549 137.962 5896.478 3.421 -1393.042 0.000 -4113.807 -2770.950 -6771.180 10082.557 1612.012 0.000 -6495.330 2188.208 3775.817 8012.192 282.618 3702.790 2938.152 7476.473 -3182.923 -1153.090 -6493.399 3258.947 3193.792 0.000 0.000
-1275.255 177.831 -3029.716 -6408.511 -11152.689 1886.869 9253.609 -9638.457 135.608 5896.625 1.673 -1393.006 0.000 -4111.838 -2770.858 -6770.610 10082.649 1608.868 0.000 -6495.072 2188.906 3776.240 8013.774 283.978 3701.374 2939.016 7476.510 -3183.401 -1152.152 -6493.840 3260.731 3191.272 0.000 0.000
-1270.878 182.741 -3027.564 -6405.881 -11148.698 1893.104 9257.250 -9638.824 137.649 5900.487 3.512 -1393.613 0.000 -4113.512 -2769.552 -6764.798 10084.947 1604.932 0.000 -6496.323 2190.580 3778.079 8010.427 277.707 3701.319 2939.697 7474.138 -3189.856 -1154.340 -6499.467 3255.030 3182.003 0.000 0.000
-1262.860 190.281 -3022.930 -6406.249 -11143.550 1901.949 9266.354 -9639.192 137.999 5907.678 8.735 -1393.723 0.000 -4116.436 -2765.856 -6757.847 10086.382 1598.900 0.000 -6497.831 2193.927 3782.952 8005.222 267.427 3699.516 2941.573 7470.772 -3201.423 -1157.246 -6507.449 3245.210 3168.119 0.000 0.000
-1255.743 198.998 -3018.572 -6407.775 -11136.818 1913.553 9274.169 -9640.111 139.874 5915.199 15.300 -1395.415 0.000 -4120.372 -2762.288 -6749.295 10087.081 1593.402 0.000 -6499.118 2196.649 3787.899 7999.724 255.511 3699.204 2945.250 7467.425 -3213.616 -1159.140 -6517.250 3232.282 3154.418 0.000 0.000
-1250.870 205.435 -3014.526 -6406.157 -11132.884 1921.424 9275.659 -9641.068 141.474 5922.849 18.978 -1395.360 0.000 -4122.248 -2760.339 -6743.724 10090.317 1588.804 0.000 -6501.398 2196.447 3792.515 7996.322 248.835 3698.671 2944.754 7464.152 -3223.565 -1160.630 -6524.644 3226.636 3144.653 0.000 0.000
-1249.343 207.733 -3014.176 -6405.146 -11131.890 1922.730 9274.537 -9641.326 142.614 5922.242 17.121 -1395.084 0.000 -4121.163 -2759.089 -6741.149 10089.232 1588.657 0.000 -6500.277 2194.938 3793.673 7994.575 246.610 3698.689 2945.655 7464.593 -3225.864 -1160.115 -6525.821 3224.760 3142.447 0.000 0.000
-1252.157 204.405 -3013.992 -6404.115 -11133.122 1919.125 9258.519 -9639.009 142.909 5919.723 13.793 -1395.139 0.000 -4118.863 -2761.976 -6743.282 10089.012 1590.809 0.000 -6497.481 2192.272 3790.841 7998.014 252.936 3699.130 2945.453 7466.506 -3223.363 -1157.890 -6519.936 3231.693 3145.297 0.000 0.000
-1260.193 195.780 -3017.413 -6405.256 -11139.596 1909.893 9246.475 -9639.101 140.702 5913.599 8.938 -1394.624 0.000 -4113.751 -2763.668 -6747.917 10087.835 1596.693 0.000 -6494.245 2189.366 3790.105 8003.071 263.363 3699.719 2943.632 7470.625 -3214.922 -1154.506 -6510.667 3241.587 3154.823 0.000 0.000
-1270.418 184.397 -3023.592 -6405.292 -11145.830 1897.885 9236.176 -9638.659 140.113 5904.367 1.931 -1394.587 0.000 -4109.908 -2766.426 -6755.015 10083.642 1604.840 0.000 -6489.739 2186.020 3787.936 8008.569 277.946 3699.866 2943.503 7474.542 -3202.839 -1150.938 -6499.247 3254.147 3166.887 0.000 0.000
-1275.751 177.850 -3026.553 -6406.580 -11150.630 1889.003 9232.038 -9637.941 140.352 5898.574 -4.156 -1394.128 0.000 -4106.267 -2769.644 -6759.171 10082.410 1611.038 0.000 -6486.926 2185.247 3784.680 8011.052 286.112 3700.344 2941.848 7478.110 -3196.734 -1148.364 -6491.321 3261.834 3174.004 0.000 0.000
-1275.880 175.146 -3026.792 -6406.064 -11151.880 1887.366 9230.990 -9638.328 138.532 5897.269 -6.933 -1394.293 0.000 -4105.255 -2770.031 -6759.870 10082.594 1614.146 0.000 -6487.643 2187.803 3786.667 8011.181 288.686 3699.682 2942.786 7478.091 -3197.929 -1148.400 -6489.611 3263.894 3174.335 0.000 0.000
-1273.931 178.971 -3026.038 -6407.223 -11149.747 1892.460 9231.431 -9638.824 139.065 5899.641 -5.866 -1396.095 0.000 -4106.910 -2769.185 -6755.548 10082.741 1618.099 0.000 -6487.790 2192.198 3787.880 8009.194 284.751 3699.572 2943.228 7476.621 -3204.274 -1147.702 -6493.675 3258.690 3168.432 0.000 0.000
-1268.156 186.677 -3021.348 -6405.991 -11144.635 1901.213 9234.134 -9637.372 139.378 5906.758 -2.078 -1397.180 0.000 -4111.066 -2767.438 -6748.505 10085.738 1620.435 0.000 -6490.770 2197.329 3789.830 8004.322 274.673 3698.192 2945.177 7472.170 -3215.602 -1151.214 -6502.373 3251.849 3156.349 0.000 0.000
-1260.543 196.276 -3017.726 -6404.263 -11137.903 1912.247 9238.787 -9639.542 142.044 5916.100 4.193 -1397.088 0.000 -4114.156 -2762.711 -6739.494 10086.455 1615.525 0.000 -6492.976 2205.219 3794.262 7998.455 260.973 3697.659 2947.439 7467.720 -3229.836 -1153.605 -6513.922 3239.215 3141.545 0.000 0.000
-1254.382 201.867 -3015.317 -6402.663 -11133.324 1920.431 9242.429 -9639.800 142.357 5922.224 11.825 -1396.261 0.000 -4116.234 -2761.424 -6731.899 10087.412 1613.612 0.000 -6493.914 2209.025 3794.850 7994.612 253.451 3696.537 2947.770 7465.421 -3239.987 -1156.529 -6522.584 3229.836 3131.063 0.000 0.000
-1252.837 204.331 -3012.576 -6403.692 -11131.541 1922.068 9243.660 -9640.314 143.093 5923.695 15.061 -1396.555 0.000 -4116.271 -2761.424 -6731.182 10087.504 1619.350 0.000 -6493.969 2208.694 3795.494 7994.042 251.207 3695.783 2947.844 7463.784 -3245.725 -1156.841 -6526.482 3226.158 3128.047 0.000 0.000
-1256.534 200.911 -3015.519 -6403.821 -11135.348 1917.985 9241.803 -9641.289 142.008 5919.925 16.808 -1397.383 0.000 -4115.664 -2762.932 -6732.487 10086.584 1635.809 0.000 -6494.171 2205.458 3792.276 7994.686 255.731 3695.268 2946.556 7465.090 -3244.070 -1155.517 -6522.841 3231.564 3129.445 0.000 0.000
-1264.644 190.061 -3020.962 -6404.630 -11140.130 1906.969 9239.210 -9639.891 139.709 5911.245 15.153 -1397.842 0.000 -4112.059 -2765.562 -6735.430 10083.862 1652.010 0.000 -6491.504 2200.400 3788.211 7996.892 266.030 3696.831 2946.667 7467.443 -3237.560 -1152.593 -6515.117 3240.318 3137.224 0.000 0.000
-1275.291 176.746 -3025.008 -6406.856 -11148.404 1894.943 9233.325 -9640.773 137.281 5903.025 14.289 -1397.971 0.000 -4108.032 -2770.546 -6742.988 10080.405 1671.357 0.000 -6488.783 2194.589 3783.191 8002.409 278.351 3697.585 2945.582 7469.283 -3227.353 -1150.331 -6503.237 3252.639 3150.906 0.000 0.000
-1281.838 168.544 -3030.948 -6407.426 -11154.345 1884.681 9231.118 -9639.211 136.104 5895.981 14.234 -1400.086 0.000 -4105.513 -2773.341 -6747.751 10078.125 1672.589 0.000 -6485.951 2192.015 3780.929 8005.701 288.410 3698.836 2943.945 7473.273 -3220.512 -1148.253 -6493.160 3263.085 3160.781 0.000 0.000
-1285.351 168.066 -3031.904 -6406.635 -11154.584 1881.242 9229.353 -9640.277 134.449 5893.609 19.236 -1399.111 0.000 -4101.945 -2774.757 -6747.071 10076.230 1658.098 0.000 -6485.362 2192.769 3779.844 8007.319 292.953 3698.726 2942.124 7473.439 -3220.107 -1143.711 -6488.672 3267.499 3164.717 0.000 0.000
-1284.100 171.689 -3030.672 -6408.418 -11154.730 1884.405 9230.291 -9638.917 136.858 5895.375 27.769 -1399.461 0.000 -4103.765 -2773.617 -6740.413 10075.771 1648.903 0.000 -6485.638 2194.975 3783.982 8005.756 290.930 3697.953 2941.499 7472.813 -3226.691 -1145.127 -6491.082 3263.600 3160.579 0.000 0.000
-1277.351 177.408 -3028.760 -6406.525 -11150.097 1894.041 9231.522 -9639.652 137.171 5901.407 39.630 -1399.865 0.000 -4106.652 -2771.998 -6730.814 10078.162 1643.478 0.000 -6487.606 2202.718 3786.979 8000.478 281.808 3695.875 2944.037 7468.363 -3239.822 -1149.154 -6500.038 3255.030 3150.704 0.000 0.000
-1269.351 187.670 -3023.445 -6405.366 -11142.925 1904.726 9233.233 -9640.994 138.513 5910.491 52.559 -1400.619 0.000 -4110.864 -2768.541 -6720.019 10080.497 1634.687 0.000 -6490.346 2210.828 3792.092 7994.776 268.751 3694.349 2946.188 7464.924 -3255.398 -1153.605 -6512.727 3243.389 3136.617 0.000 0.000
-1261.573 196.718 -3017.597 -6403.637 -11135.568 1915.650 9236.819 -9640.627 139.764 5918.049 65.487 -1400.583 0.000 -4113.365 -2764.900 -6707.973 10083.402 1610.982 0.000 -6493.473 2219.875 3798.344 7989.978 257.938 3693.650 2947.034 7460.621 -3270.992 -1156.179 -6523.228 3231.381 3124.277 0.000 0.000
-1259.789 200.138 -3015.390 -6402.957 -11133.601 1920.688 9238.382 -9640.571 139.047 5922.058 76.116 -1400.178 0.000 -4116.050 -2763.594 -6700.470 10084.119 1606.348 0.000 -6494.447 2224.013 3800.257 7986.630 253.157 3693.834 2949.131 7459.297 -3282.505 -1158.864 -6529.351 3225.551 3118.999 0.000 0.000
-1260.947 197.435 -3017.615 -6402.957 -11134.281 1917.838 9236.801 -9640.646 138.164 5920.274 80.567 -1400.638 0.000 -4114.211 -2765.323 -6694.770 10083.164 1596.675 0.000 -6494.006 2221.089 3800.790 7988.010 254.996 3694.404 2948.708 7461.209 -3282.137 -1156.657 -6525.379 3228.107 3121.758 0.000 0.000
-1267.659 189.969 -3021.955 -6403.619 -11139.909 1910.225 9232.994 -9638.549 137.668 5913.562 81.247 -1400.546 0.000 -4111.691 -2768.339 -6689.768 10080.736 1590.220 0.000 -6492.020 2214.101 3800.496 7989.940 265.570 3695.820 2945.894 7463.545 -3276.160 -1154.745 -6516.533 3237.302 3132.461 0.000 0.000
-1280.202 178.273 -3027.325 -6406.966 -11149.012 1896.690 9224.240 -9641.547 134.413 5903.962 80.236 -1401.281 0.000 -4106.229 -2773.175 -6689.399 10076.690 1615.837 0.000 -6489.372 2206.101 3796.248 7993.618 278.627 3696.721 2945.085 7466.267 -3267.388 -1152.428 -6503.035 3249.899 3144.672 0.000 0.000
-1288.128 168.967 -3032.585 -6409.503 -11155.742 1885.159 9220.286 -9642.521 131.948 5895.430 77.054 -1402.789 0.000 -4102.405 -2778.619 -6687.855 10071.854 1629.795 0.000 -6487.073 2200.547 3792.459 7995.991 290.838 3696.831 2943.559 7469.191 -3260.124 -1151.177 -6490.419 3262.846 3156.478 0.000 0.000
-1292.284 163.101 -3036.060 -6410.717 -11158.096 1879.440 9218.631 -9642.576 131.121 5890.722 78.047 -1402.789 0.000 -4099.573 -2779.833 -6681.676 10068.562 1625.842 0.000 -6487.716 2195.895 3791.191 7996.505 296.631 3698.873 2942.363 7472.244 -3257.531 -1147.720 -6485.160 3268.381 3164.496 0.000 0.000
-1291.548 164.223 -3035.932 -6411.196 -11158.942 1879.918 9217.730 -9643.220 128.748 5891.788 82.957 -1402.844 0.000 -4099.664 -2779.759 -6672.701 10069.150 1623.892 0.000 -6487.551 2196.539 3793.526 7995.567 295.435 3697.824 2942.621 7470.754 -3263.655 -1147.463 -6485.454 3266.855 3162.473 0.000 0.000
-1287.741 170.678 -3032.070 -6410.000 -11154.418 1888.524 9221.445 -9643.459 129.318 5896.331 90.828 -1403.120 0.000 -4101.577 -2778.085 -6659.442 10072.020 1620.803 0.000 -6490.088 2197.182 3795.347 7989.959 288.337 3697.641 2944.129 7467.665 -3278.330 -1152.409 -6491.229 3256.170 3156.110 0.000 0.000
-1277.020 180.424 -3025.927 -6408.364 -11146.455 1900.901 9227.753 -9642.281 130.293 5907.236 101.163 -1402.403 0.000 -4106.285 -2775.198 -6643.314 10075.183 1604.178 0.000 -6493.050 2199.996 3800.441 7983.559 274.544 3696.077 2945.527 7464.777 -3298.486 -1155.444 -6504.874 3244.603 3142.465 0.000 0.000
-1266.299 191.734 -3021.918 -6407.076 -11138.383 1913.939 9234.171 -9641.951 133.346 5916.633 111.315 -1400.546 0.000 -4107.995 -2772.495 -6628.326 10078.162 1582.993 0.000 -6496.415 2204.207 3807.742 7976.718 263.124 3696.317 2947.365 7460.180 -3320.002 -1160.483 -6516.865 3230.461 3130.769 0.000 0.000
-1262.731 197.987 -3018.075 -6405.862 -11133.122 1920.357 9239.743 -9641.970 134.578 5921.728 119.186 -1400.583 0.000 -4108.234 -2769.516 -6619.334 10078.953 1569.568 0.000 -6496.305 2208.290 3811.879 7969.436 255.437 3696.427 2948.837 7457.752 -3335.118 -1162.561 -6522.915 3221.983 3124.663 0.000 0.000
-1264.607 196.718 -3017.468 -6405.495 -11134.300 1921.424 9243.384 -9641.951 133.180 5919.558 123.139 -1400.086 0.000 -4106.763 -2769.939 -6615.858 10078.180 1569.458 0.000 -6496.930 2205.752 3810.941 7966.788 254.996 3696.354 2948.837 7458.745 -3341.095 -1162.579 -6520.947 3222.627 3127.974 0.000 0.000
-1269.223 189.270 -3022.268 -6407.223 -11140.111 1912.156 9240.516 -9643.771 130.238 5913.820 119.792 -1399.571 0.000 -4103.857 -2773.727 -6619.168 10075.937 1579.646 0.000 -6496.966 2201.890 3810.132 7974.824 263.492 3697.714 2946.685 7462.368 -3341.408 -1159.250 -6511.660 3232.833 3137.040 0.000 0.000
-1279.392 178.401 -3028.374 -6408.731 -11147.117 1900.239 9228.838 -9643.146 127.627 5905.875 115.655 -1400.178 0.000 -4097.550 -2778.141 -6625.200 10073.417 1592.648 0.000 -6493.785 2197.421 3807.779 7977.950 276.475 3699.259 2947.108 7466.157 -3336.240 -1155.609 -6497.463 3244.805 3151.347 0.000 0.000
-1290.022 169.096 -3033.155 -6411.270 -11154.730 1887.311 9219.716 -9643.919 124.372 5896.422 111.131 -1402.109 0.000 -4092.032 -2782.683 -6633.715 10070.364 1600.519 0.000 -6491.542 2191.757 3804.983 7981.481 290.838 3701.907 2944.644 7471.839 -3323.551 -1151.067 -6481.703 3259.591 3165.875 0.000 0.000
-1296.219 161.409 -3038.837 -6413.715 -11158.776 1880.102 9215.799 -9645.757 122.128 5889.857 108.299 -1400.913 0.000 -4087.711 -2785.405 -6636.675 10068.709 1605.281 0.000 -6490.677 2189.091 3803.788 7983.743 298.580 3702.955 2944.460 7475.131 -3313.014 -1150.276 -6473.556 3267.296 3175.125 0.000 0.000
-1295.741 161.041 -3039.021 -6413.789 -11159.401 1880.286 9215.229 -9646.457 122.496 5890.023 110.027 -1402.734 0.000 -4086.515 -2786.398 -6637.062 10068.562 1609.953 0.000 -6491.744 2188.079 3807.411 7983.817 299.389 3703.139 2944.350 7473.843 -3315.883 -1151.177 -6471.993 3267.774 3172.974 0.000 0.000
-1290.371 167.000 -3035.490 -6413.421 -11155.669 1887.513 9216.682 -9645.463 122.716 5894.896 117.494 -1401.502 0.000 -4087.729 -2786.343 -6633.273 10070.641 1615.286 0.000 -6495.348 2191.076 3808.257 7981.353 291.941 3701.484 2944.092 7471.140 -3323.790 -1153.586 -6478.944 3258.598 3160.892 0.000 0.000
-1281.673 175.293 -3030.727 -6409.908 -11147.669 1899.190 9222.181 -9644.396 123.673 5903.282 124.923 -1398.909 0.000 -4089.954 -2784.448 -6625.623 10074.521 1624.003 0.000 -6496.691 2196.557 3795.623 7976.571 279.473 3700.841 2944.883 7467.646 -3337.914 -1156.584 -6489.059 3246.589 3138.419 0.000 0.000
-1271.871 186.603 -3024.254 -6407.941 -11139.522 1913.792 9228.488 -9642.852 124.721 5912.587 134.468 -1399.608 0.000 -4094.166 -2780.789 -6618.524 10076.947 1626.614 0.000 -6499.596 2202.111 3807.558 7971.440 265.202 3699.590 2946.593 7462.846 -3353.417 -1161.807 -6503.752 3230.479 3108.517 0.000 0.000
-1264.570 194.548 -3019.712 -6405.807 -11133.270 1923.925 9233.233 -9641.785 126.413 5921.157 142.945 -1401.097 0.000 -4095.490 -2777.662 -6614.570 10079.597 1627.368 0.000 -6502.098 2207.683 3812.284 7967.799 258.398 3699.829 2948.414 7461.375 -3363.384 -1165.742 -6512.598 3220.163 3073.043 0.000 0.000
-1263.080 195.486 -3018.755 -6402.920 -11131.081 1925.599 9232.479 -9641.308 126.339 5923.584 145.318 -1398.026 0.000 -4093.964 -2776.357 -6616.924 10079.504 1640.480 0.000 -6500.939 2208.253 3814.215 7967.670 259.336 3701.319 2950.344 7461.044 -3363.586 -1165.007 -6512.120 3221.009 3032.309 0.000 0.000
-1266.667 190.649 -3020.594 -6403.619 -11133.177 1919.934 9231.854 -9640.038 127.001 5918.729 144.527 -1396.610 0.000 -4087.876 -2777.184 -6624.189 10079.779 1654.475 0.000 -6497.647 2208.216 3810.813 7974.695 269.505 3704.997 2951.301 7464.759 -3351.210 -1161.053 -6502.355 3231.142 2980.155 0.000 0.000
-1273.471 183.514 -3023.298 -6402.350 -11137.683 1911.898 9229.628 -9638.843 126.909 5913.654 141.603 -1396.022 0.000 -4079.123 -2777.571 -6634.523 10080.976 1669.260 0.000 -6492.167 2206.009 3809.305 7981.279 284.696 3709.796 2952.864 7472.078 -3334.162 -1153.550 -6484.939 3244.695 2910.034 0.000 0.000
-1281.673 174.006 -3026.056 -6400.291 -11143.164 1900.864 9227.109 -9634.889 128.693 5906.574 137.465 -1392.601 0.000 -4070.038 -2777.920 -6644.344 10082.115 1680.515 0.000 -6485.179 2205.439 3809.194 7989.040 303.527 3715.277 2955.107 7482.248 -3314.761 -1144.667 -6464.876 3264.483 2818.838 0.000 0.000
-1283.346 169.850 -3026.810 -6397.054 -11143.255 1896.138 9228.120 -9630.715 130.551 5903.779 137.447 -1388.758 0.000 -4060.972 -2775.952 -6651.663 10084.506 1690.979 0.000 -6478.411 2206.304 3810.096 7997.720 317.926 3722.486 2959.208 7490.652 -3301.060 -1136.980 -6448.803 3279.250 2698.990 0.000 0.000
-1280.036 174.098 -3022.378 -6392.291 -11139.302 1899.135 9232.921 -9625.768 132.261 5907.383 141.952 -1385.411 0.000 -4055.528 -2772.771 -6655.028 10088.663 1703.006 0.000 -6473.630 2210.699 3815.300 8003.843 326.147 3726.660 2963.052 7495.599 -3293.760 -1132.254 -6441.392 3284.804 2564.522 0.000 0.000
-1273.820 181.730 -3015.022 -6385.780 -11131.375 1909.746 9238.529 -9621.520 137.245 5915.677 150.210 -1381.825 0.000 -4051.667 -2766.021 -6654.918 10094.971 1705.765 0.000 -6471.368 2218.514 3822.913 8008.330 326.018 3730.945 2969.672 7498.835 -3296.555 -1129.146 -6442.826 3282.781 2430.367 0.000 0.000
-1260.064 194.916 -3006.471 -6378.884 -11120.103 1924.992 9248.424 -9616.040 144.104 5928.734 161.703 -1377.338 0.000 -4050.269 -2759.953 -6649.732 10101.792 1693.701 0.000 -6468.738 2228.133 3830.950 8009.434 320.372 3735.028 2975.355 7499.001 -3306.522 -1127.877 -6449.851 3275.406 2300.258 0.000 0.000
-1244.562 210.234 -2996.834 -6372.962 -11106.807 1943.216 9260.211 -9610.964 148.481 5942.821 175.146 -1371.857 0.000 -4051.170 -2750.832 -6640.979 10107.678 1685.536 0.000 -6468.242 2236.095 3839.667 8008.422 311.527 3738.301 2981.001 7497.990 -3317.850 -1129.679 -6460.775 3263.287 2174.342 0.000 0.000
-1234.318 223.199 -2988.982 -6366.747 -11096.269 1957.652 9268.229 -9607.470 154.881 5955.105 185.187 -1368.529 0.000 -4049.331 -2744.873 -6635.186 10115.218 1682.520 0.000 -6466.016 2243.838 3846.030 8007.760 305.605 3738.687 2985.157 7498.468 -3326.549 -1130.452 -6467.009 3253.945 2060.747 0.000 0.000
-1227.349 227.999 -2982.784 -6361.764 -11092.168 1963.206 9271.852 -9603.976 158.908 5960.034 189.491 -1365.494 0.000 -4046.444 -2740.478 -6636.216 10120.789 1682.556 0.000 -6463.699 2247.994 3849.836 8010.279 306.249 3742.071 2989.589 7501.134 -3325.758 -1128.006 -6466.862 3253.780 1965.762 0.000 0.000
-1229.574 226.767 -2982.784 -6360.697 -11091.708 1959.804 9272.698 -9602.357 161.538 5958.103 187.780 -1363.104 0.000 -4041.938 -2738.621 -6644.013 10121.819 1686.620 0.000 -6459.598 2250.881 3852.944 8016.330 313.752 3745.547 2992.016 7506.449 -3312.223 -1122.250 -6455.479 3262.717 1888.690 0.000 0.000
-1235.422 220.441 -2985.175 -6359.336 -11095.901 1951.142 9271.208 -9599.967 162.089 5953.101 182.705 -1359.131 0.000 -4035.649 -2740.165 -6656.518 10122.150 1697.011 0.000 -6455.718 2250.329 3854.710 8025.193 327.158 3749.317 2993.580 7513.694 -3296.279 -1114.912 -6440.601 3277.116 1824.196 0.000 0.000
-1244.801 209.683 -2990.913 -6358.471 -11102.301 1938.232 9268.174 -9599.231 161.464 5944.237 177.298 -1357.642 0.000 -4027.318 -2741.342 -6669.189 10121.415 1707.052 0.000 -6450.458 2247.479 3853.772 8035.401 342.385 3754.411 2996.356 7521.970 -3274.762 -1108.255 -6420.317 3294.219 1771.766 0.000 0.000
-1251.771 201.738 -2993.763 -6357.975 -11105.207 1928.651 9265.636 -9598.349 161.961 5938.315 171.009 -1358.377 0.000 -4022.242 -2742.721 -6675.865 10121.471 1715.824 0.000 -6446.412 2246.633 3851.216 8042.187 356.122 3758.935 2997.497 7528.885 -3258.506 -1101.708 -6405.771 3309.189 1723.915 0.000 0.000
-1251.973 199.403 -2995.198 -6357.938 -11106.328 1927.677 9265.820 -9597.576 163.818 5938.278 168.931 -1355.932 0.000 -4019.006 -2742.115 -6670.936 10121.563 1719.079 0.000 -6445.732 2247.350 3852.190 8043.934 359.377 3761.730 2999.280 7532.508 -3250.469 -1099.134 -6397.734 3314.834 1674.501 0.000 0.000
-1248.129 201.867 -2991.722 -6355.216 -11102.080 1932.936 9268.708 -9594.155 164.701 5941.662 172.645 -1354.957 0.000 -4018.271 -2739.191 -6661.667 10123.199 1719.116 0.000 -6445.989 2250.844 3858.903 8043.749 355.148 3762.392 3001.395 7531.349 -3251.885 -1099.501 -6400.327 3311.064 1623.855 0.000 0.000
-1238.015 212.165 -2984.274 -6351.483 -11094.007 1943.051 9274.574 -9593.989 168.544 5948.264 178.714 -1353.559 0.000 -4019.999 -2735.108 -6649.088 10126.877 1719.465 0.000 -6448.711 2255.846 3863.390 8040.458 344.206 3760.240 3003.014 7529.326 -3260.547 -1102.738 -6410.754 3299.865 1574.350 0.000 0.000
-1227.441 226.160 -2976.624 -6348.669 -11085.382 1957.413 9281.967 -9593.106 170.953 5959.004 187.100 -1351.794 0.000 -4025.222 -2732.221 -6633.733 10129.011 1718.472 0.000 -6450.808 2261.234 3867.822 8034.665 329.972 3758.585 3005.202 7523.827 -3271.434 -1107.519 -6422.285 3285.447 1529.496 0.000 0.000
-1218.135 237.948 -2971.328 -6344.532 -11078.136 1969.514 9288.569 -9591.286 174.834 5968.714 193.683 -1351.113 0.000 -4027.944 -2726.777 -6620.510 10132.357 1717.626 0.000 -6454.688 2264.490 3873.412 8030.803 315.462 3758.217 3007.133 7518.402 -3281.034 -1112.301 -6433.282 3272.390 1488.045 0.000 0.000
-1213.575 243.649 -2970.555 -6343.741 -11074.330 1975.436 9290.702 -9589.410 177.243 5975.665 197.674 -1349.789 0.000 -4028.826 -2725.159 -6614.626 10134.711 1719.171 0.000 -6457.079 2266.733 3872.493 8030.178 307.095 3758.015 3007.777 7517.998 -3282.634 -1113.754 -6435.507 3268.418 1456.396 0.000 0.000
-1216.591 241.700 -2969.489 -6343.870 -11075.911 1971.059 9291.383 -9590.790 176.581 5972.723 196.516 -1350.838 0.000 -4027.318 -2725.821 -6615.895 10135.244 1724.412 0.000 -6455.938 2266.604 3871.775 8031.778 305.789 3760.939 3008.623 7520.260 -3272.519 -1112.521 -6429.623 3273.714 1438.043 0.000 0.000
-1224.057 234.675 -2973.700 -6346.518 -11081.024 1961.827 9289.580 -9591.746 175.569 5964.649 189.399 -1350.911 0.000 -4023.567 -2728.046 -6621.209 10132.100 1732.081 0.000 -6454.155 2264.416 3870.838 8036.614 309.099 3762.042 3008.825 7524.379 -3254.442 -1108.145 -6416.621 3286.422 1431.864 0.000 0.000
-1234.116 225.094 -2980.449 -6346.886 -11088.674 1946.986 9283.677 -9592.629 173.804 5954.241 180.075 -1349.348 0.000 -4017.664 -2731.301 -6630.386 10129.525 1740.761 0.000 -6451.543 2260.958 3869.955 8043.823 314.984 3764.231 3008.917 7530.301 -3234.783 -1101.966 -6399.150 3301.244 1430.319 0.000 0.000
-1242.796 216.505 -2987.860 -6348.375 -11097.226 1933.617 9279.668 -9594.229 172.572 5945.745 172.480 -1350.727 0.000 -4012.643 -2735.549 -6640.887 10128.679 1750.121 0.000 -6447.755 2257.262 3867.436 8049.285 316.621 3768.332 3009.689 7536.278 -3215.528 -1096.614 -6381.918 3315.294 1432.581 0.000 0.000
-1247.247 214.538 -2990.141 -6349.957 -11099.671 1928.743 9285.773 -9593.548 171.781 5941.423 169.427 -1351.978 0.000 -4011.245 -2736.965 -6645.981 10127.189 1753.431 0.000 -6448.270 2254.669 3867.583 8051.768 310.975 3769.196 3009.763 7538.558 -3204.403 -1094.224 -6372.742 3320.701 1431.312 0.000 0.000
-1245.352 218.639 -2989.736 -6348.982 -11098.402 1930.803 9290.371 -9593.788 173.032 5941.809 170.108 -1351.426 0.000 -4011.724 -2737.774 -6646.716 10128.329 1754.903 0.000 -6449.539 2256.379 3871.500 8051.602 297.587 3768.056 3009.523 7537.215 -3202.986 -1094.407 -6371.032 3321.142 1421.051 0.000 0.000
-1238.235 228.330 -2983.300 -6346.315 -11093.014 1940.384 9291.511 -9593.493 175.606 5949.423 175.956 -1349.808 0.000 -4014.519 -2735.273 -6644.215 10131.199 1753.284 0.000 -6452.131 2258.807 3877.991 8047.813 274.636 3767.118 3011.142 7534.696 -3208.356 -1098.269 -6377.229 3309.391 1407.166 0.000 0.000
-1228.305 239.879 -2976.035 -6343.006 -11085.234 1954.581 9297.396 -9591.912 177.519 5960.751 183.128 -1349.109 0.000 -4019.429 -2730.878 -6637.724 10134.307 1749.036 0.000 -6455.718 2263.441 3885.366 8041.506 245.782 3765.776 3013.643 7527.285 -3219.317 -1102.223 -6386.682 3293.980 1392.491 0.000 0.000
-1218.190 252.403 -2969.066 -6341.350 -11076.555 1967.142 9306.039 -9589.337 179.909 5970.056 190.337 -1348.355 0.000 -4023.291 -2726.538 -6631.857 10137.616 1746.333 0.000 -6458.532 2269.400 3891.508 8036.982 213.600 3763.661 3013.845 7522.890 -3229.689 -1108.402 -6395.067 3278.201 1376.657 0.000 0.000
-1211.791 259.979 -2965.130 -6338.169 -11073.134 1974.884 9313.469 -9587.719 180.939 5975.481 193.831 -1346.277 0.000 -4025.038 -2725.839 -6629.614 10140.375 1744.807 0.000 -6459.727 2271.698 3893.899 8033.102 185.132 3762.392 3015.758 7520.241 -3231.362 -1110.811 -6398.175 3270.478 1366.359 0.000 0.000
