Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG
-1228.066 296.373 -2851.425 -6194.671 -11147.338 1729.911 9083.446 -9533.396 174.061 5832.205 91.619 -1530.563 0.000 -3986.014 -2626.846 -6678.697 9922.453 1452.553 0.000 -6205.246 2382.406 4076.438 7773.270 192.911 3704.206 2953.305 7314.770 -3496.436 -1038.355 -6463.441 3018.921 2981.920 0.000 0.000
-1234.282 290.029 -2854.018 -6196.161 -11153.058 1722.352 9079.751 -9531.831 172.535 5827.773 85.716 -1529.460 0.000 -3983.605 -2626.957 -6684.048 9921.074 1456.948 0.000 -6204.014 2380.310 4073.716 7776.984 201.683 3703.691 2952.680 7316.683 -3488.785 -1035.044 -6455.773 3025.265 2990.122 0.000 0.000
-1246.805 275.868 -2861.098 -6196.529 -11161.958 1705.562 9074.527 -9530.820 171.928 5815.157 76.576 -1528.338 0.000 -3978.088 -2631.848 -6696.222 9917.249 1466.014 0.000 -6198.864 2374.186 4067.923 7782.869 217.977 3707.277 2952.349 7323.450 -3472.841 -1029.950 -6441.705 3040.364 3005.938 0.000 0.000
-1250.777 271.694 -2863.507 -6197.706 -11165.636 1697.581 9072.817 -9530.507 172.774 5810.964 73.560 -1528.356 0.000 -3975.679 -2634.938 -6698.613 9917.268 1468.350 0.000 -6197.872 2372.807 4066.139 7785.260 222.721 3707.167 2950.124 7325.914 -3467.729 -1028.369 -6435.342 3047.278 3012.797 0.000 0.000
-1237.831 285.560 -2856.151 -6196.511 -11154.896 1715.438 9078.941 -9531.593 173.473 5821.870 83.325 -1529.036 0.000 -3980.497 -2629.550 -6688.039 9920.486 1458.456 0.000 -6201.991 2377.992 4071.712 7778.419 204.754 3705.935 2952.772 7319.073 -3484.059 -1033.058 -6451.341 3030.212 2996.264 0.000 0.000
-1226.337 298.764 -2849.476 -6195.205 -11146.694 1730.940 9084.514 -9532.531 176.084 5835.129 92.483 -1528.724 0.000 -3985.867 -2624.327 -6679.708 9922.785 1451.468 0.000 -6206.404 2383.694 4077.504 7771.210 190.171 3703.286 2954.409 7312.655 -3500.463 -1037.362 -6466.973 3015.886 2979.272 0.000 0.000
-1223.358 302.368 -2846.165 -6193.108 -11143.237 1736.770 9086.205 -9532.935 175.624 5838.034 95.977 -1530.342 0.000 -3988.019 -2622.855 -6675.552 9923.998 1448.121 0.000 -6207.287 2385.845 4077.928 7769.279 186.364 3703.084 2954.777 7310.743 -3506.734 -1038.906 -6471.000 3010.204 2974.601 0.000 0.000
-1209.713 316.492 -2838.791 -6191.178 -11133.417 1753.744 9091.722 -9533.321 177.280 5852.011 104.823 -1531.004 0.000 -3992.910 -2619.324 -6664.959 9927.585 1440.268 0.000 -6210.303 2391.252 4083.886 7762.640 168.360 3701.484 2955.898 7303.185 -3524.149 -1044.920 -6486.815 2994.241 2956.119 0.000 0.000
-1204.306 324.492 -2834.359 -6190.497 -11127.146 1763.766 9096.412 -9533.560 177.795 5858.153 109.843 -1530.747 0.000 -3995.632 -2617.136 -6659.552 9929.791 1434.935 0.000 -6213.687 2396.640 4087.895 7759.495 159.165 3698.505 2957.241 7299.415 -3533.050 -1048.432 -6495.532 2984.127 2945.968 0.000 0.000
-1215.818 311.766 -2840.538 -6191.876 -11135.071 1748.172 9091.520 -9533.303 178.567 5847.395 102.009 -1529.956 0.000 -3991.660 -2620.152 -6668.490 9926.959 1442.843 0.000 -6210.340 2389.597 4082.727 7764.829 173.602 3700.583 2955.678 7305.446 -3518.246 -1043.007 -6482.935 2998.876 2961.287 0.000 0.000
-1226.613 297.256 -2847.783 -6193.439 -11145.757 1730.849 9084.035 -9531.574 174.907 5833.308 90.810 -1528.724 0.000 -3986.235 -2625.356 -6679.708 9923.686 1451.045 0.000 -6206.055 2383.694 4076.365 7772.239 190.870 3702.918 2953.397 7312.821 -3498.734 -1038.667 -6464.876 3014.967 2980.707 0.000 0.000
-1231.045 293.247 -2850.726 -6193.917 -11149.066 1725.129 9080.779 -9531.243 174.245 5829.538 88.842 -1528.834 0.000 -3984.415 -2625.798 -6682.228 9922.821 1454.410 0.000 -6204.511 2381.082 4074.286 7774.188 196.571 3703.470 2953.489 7315.598 -3495.663 -1035.265 -6461.547 3021.716 2985.304 0.000 0.000
-1242.796 279.638 -2856.887 -6196.658 -11157.710 1709.222 9075.483 -9530.637 173.528 5818.191 78.911 -1529.000 0.000 -3980.221 -2630.193 -6691.146 9918.021 1462.980 0.000 -6199.306 2376.025 4068.916 7780.515 212.754 3705.254 2951.779 7321.556 -3479.738 -1030.134 -6447.001 3036.612 3002.406 0.000 0.000
-1251.182 270.168 -2860.859 -6198.129 -11163.871 1697.857 9071.843 -9530.985 172.443 5811.020 73.560 -1528.926 0.000 -3976.341 -2633.301 -6697.565 9916.532 1468.221 0.000 -6196.621 2372.089 4064.779 7784.377 224.009 3706.707 2950.970 7326.135 -3469.880 -1026.254 -6436.500 3046.561 3013.680 0.000 0.000
-1242.079 279.491 -2856.280 -6197.816 -11155.908 1709.111 9076.017 -9530.691 173.933 5819.571 79.445 -1529.239 0.000 -3979.743 -2629.365 -6690.025 9920.634 1461.858 0.000 -6199.490 2376.503 4067.813 7779.632 210.455 3705.199 2952.754 7321.685 -3479.903 -1030.079 -6446.707 3033.320 3000.218 0.000 0.000
-1227.091 297.477 -2847.452 -6195.003 -11145.370 1729.414 9083.667 -9531.997 176.121 5834.099 90.773 -1528.945 0.000 -3985.738 -2624.271 -6678.715 9924.164 1451.229 0.000 -6205.007 2382.480 4073.698 7772.203 190.612 3703.562 2953.875 7312.674 -3501.309 -1035.633 -6465.133 3015.905 2979.842 0.000 0.000
-1224.406 300.916 -2846.404 -6194.065 -11142.521 1735.299 9085.506 -9532.163 175.735 5836.710 93.513 -1529.423 0.000 -3986.750 -2623.628 -6675.313 9924.458 1448.948 0.000 -6205.338 2385.569 4076.567 7771.467 186.622 3702.477 2952.790 7311.276 -3506.513 -1038.520 -6470.191 3011.951 2975.741 0.000 0.000
-1212.747 314.487 -2839.600 -6191.288 -11133.711 1750.011 9091.317 -9532.880 177.390 5848.682 102.487 -1529.552 0.000 -3991.292 -2618.902 -6665.952 9928.099 1440.912 0.000 -6209.292 2390.461 4080.649 7763.394 170.641 3701.172 2954.225 7305.722 -3522.255 -1042.640 -6485.233 2996.798 2959.098 0.000 0.000
-1202.688 324.161 -2834.341 -6191.325 -11125.675 1763.859 9096.118 -9533.027 179.762 5858.098 109.843 -1529.791 0.000 -3996.239 -2614.194 -6656.003 9929.883 1434.402 0.000 -6211.278 2395.390 4084.566 7758.649 157.253 3699.038 2956.432 7299.929 -3536.379 -1047.329 -6497.628 2983.594 2945.159 0.000 0.000
-1209.455 317.742 -2838.846 -6192.501 -11132.405 1754.535 9091.594 -9533.248 178.769 5852.471 103.462 -1529.092 0.000 -3992.598 -2616.713 -6662.366 9927.455 1440.121 0.000 -6208.942 2391.104 4081.937 7762.052 167.478 3701.760 2954.869 7303.552 -3526.375 -1044.000 -6490.107 2992.605 2955.512 0.000 0.000
-1224.645 301.228 -2846.239 -6193.164 -11142.813 1733.202 9085.028 -9532.401 175.864 5837.593 92.060 -1528.558 0.000 -3986.437 -2622.469 -6676.012 9923.906 1449.757 0.000 -6204.750 2384.852 4074.029 7768.911 186.052 3702.091 2953.453 7312.747 -3505.428 -1037.251 -6470.577 3013.790 2976.440 0.000 0.000
-1229.335 294.663 -2850.248 -6195.242 -11146.216 1728.145 9083.227 -9530.820 175.937 5832.867 88.713 -1529.441 0.000 -3985.830 -2624.437 -6679.322 9922.638 1452.295 0.000 -6204.087 2382.627 4072.760 7773.288 194.309 3703.930 2953.526 7314.163 -3499.102 -1035.688 -6462.853 3016.659 2982.895 0.000 0.000
-1239.118 281.404 -2854.404 -6195.922 -11153.977 1714.003 9077.801 -9530.177 174.558 5821.686 80.916 -1528.117 0.000 -3980.037 -2628.703 -6688.719 9919.751 1461.564 0.000 -6200.906 2376.669 4068.788 7779.025 207.366 3705.383 2952.570 7319.257 -3485.494 -1032.286 -6450.734 3030.929 2997.037 0.000 0.000
-1249.306 269.671 -2860.749 -6197.835 -11161.737 1698.427 9072.026 -9529.073 173.454 5810.118 73.413 -1527.473 0.000 -3976.598 -2631.940 -6696.406 9915.833 1467.154 0.000 -6196.437 2372.347 4062.682 7784.285 221.250 3706.983 2950.198 7324.756 -3469.972 -1025.868 -6437.457 3045.642 3012.613 0.000 0.000
-1244.672 276.218 -2858.082 -6197.136 -11157.231 1704.477 9074.490 -9530.618 173.050 5817.548 76.760 -1526.554 0.000 -3978.235 -2629.807 -6691.441 9917.543 1462.741 0.000 -6198.552 2375.878 4065.183 7782.520 215.237 3706.321 2950.234 7320.931 -3478.395 -1028.038 -6444.040 3039.076 3004.650 0.000 0.000
-1228.875 294.056 -2848.832 -6194.359 -11145.499 1726.931 9082.821 -9531.316 176.268 5831.617 87.941 -1528.062 0.000 -3985.518 -2623.113 -6679.101 9920.964 1453.325 0.000 -6202.947 2382.700 4072.576 7772.883 194.916 3704.114 2952.257 7313.151 -3501.162 -1034.824 -6465.483 3018.774 2984.035 0.000 0.000
-1226.025 300.290 -2845.117 -6193.955 -11141.840 1732.504 9083.097 -9531.262 176.360 5837.023 91.509 -1528.632 0.000 -3987.191 -2622.488 -6674.890 9924.237 1450.235 0.000 -6203.260 2384.355 4075.206 7769.444 186.824 3702.716 2953.453 7310.871 -3507.010 -1036.424 -6469.915 3011.712 2978.316 0.000 0.000
-1214.678 312.042 -2839.692 -6193.311 -11134.465 1746.351 9088.799 -9531.776 178.788 5845.482 98.423 -1528.448 0.000 -3991.126 -2617.743 -6666.486 9926.481 1443.045 0.000 -6208.041 2389.284 4077.854 7764.847 173.142 3701.889 2954.446 7306.126 -3521.244 -1040.396 -6483.211 2999.832 2963.935 0.000 0.000
-1202.191 324.804 -2833.954 -6190.810 -11125.546 1762.939 9094.168 -9533.744 179.928 5859.201 107.747 -1530.158 0.000 -3996.221 -2613.587 -6656.573 9930.030 1433.923 0.000 -6213.025 2395.518 4083.316 7759.017 158.209 3699.535 2955.880 7300.849 -3537.887 -1046.134 -6497.206 2985.469 2946.850 0.000 0.000
-1206.623 319.802 -2835.646 -6192.226 -11127.882 1758.746 9093.396 -9533.578 179.817 5856.425 106.313 -1529.699 0.000 -3994.658 -2615.739 -6659.755 9928.136 1436.443 0.000 -6210.377 2393.128 4082.415 7760.470 162.623 3699.884 2955.733 7303.147 -3533.252 -1044.203 -6493.270 2989.368 2951.264 0.000 0.000
-1221.206 302.497 -2843.738 -6194.175 -11138.547 1737.763 9086.021 -9531.501 177.022 5839.634 94.709 -1529.552 0.000 -3988.331 -2620.079 -6671.984 9923.465 1446.502 0.000 -6205.688 2385.735 4075.169 7767.403 182.024 3702.532 2954.004 7310.191 -3511.056 -1036.865 -6474.457 3009.009 2973.553 0.000 0.000
-1226.779 295.104 -2847.122 -6195.573 -11144.175 1730.131 9080.945 -9530.894 175.956 5835.147 89.835 -1527.621 0.000 -3986.088 -2624.547 -6677.004 9922.895 1452.074 0.000 -6203.627 2381.873 4073.974 7772.736 190.061 3704.261 2952.018 7314.071 -3503.975 -1033.867 -6467.285 3017.266 2980.725 0.000 0.000
-1236.728 285.928 -2852.271 -6196.823 -11150.317 1717.755 9076.532 -9529.606 174.834 5825.088 82.810 -1528.834 0.000 -3983.256 -2627.269 -6684.986 9920.872 1457.187 0.000 -6199.600 2377.735 4071.546 7777.536 202.198 3704.243 2951.926 7318.190 -3491.158 -1028.571 -6455.975 3028.024 2993.359 0.000 0.000
-1248.589 273.220 -2858.395 -6198.166 -11158.888 1700.413 9070.813 -9529.294 172.682 5813.723 74.075 -1528.595 0.000 -3977.095 -2631.333 -6693.776 9917.801 1465.591 0.000 -6195.922 2372.071 4066.415 7783.126 218.363 3706.725 2950.915 7322.677 -3475.618 -1024.856 -6440.712 3042.681 3010.057 0.000 0.000
-1247.302 273.423 -2858.523 -6198.571 -11158.556 1702.160 9071.438 -9528.393 172.038 5813.888 74.535 -1528.834 0.000 -3977.959 -2630.818 -6692.250 9918.444 1464.948 0.000 -6196.419 2372.733 4065.312 7784.414 217.002 3707.075 2951.375 7323.469 -3476.538 -1025.334 -6441.429 3040.547 3008.438 0.000 0.000
-1232.351 289.698 -2848.997 -6196.529 -11146.474 1722.867 9080.559 -9531.133 174.981 5828.637 87.481 -1528.356 0.000 -3984.874 -2626.147 -6679.910 9921.755 1454.796 0.000 -6202.211 2380.677 4071.638 7775.844 197.472 3705.033 2952.919 7315.009 -3497.889 -1031.679 -6461.658 3021.238 2987.897 0.000 0.000
-1224.406 299.371 -2844.786 -6195.996 -11140.662 1733.147 9084.219 -9532.052 176.323 5836.857 93.127 -1529.129 0.000 -3987.798 -2622.157 -6673.916 9924.937 1448.635 0.000 -6204.713 2384.962 4074.819 7770.658 186.990 3703.746 2952.809 7312.085 -3509.603 -1035.467 -6471.515 3012.558 2976.955 0.000 0.000
-1217.197 307.867 -2839.618 -6194.470 -11134.796 1743.354 9087.363 -9530.525 176.526 5843.239 97.449 -1530.324 0.000 -3991.917 -2619.122 -6667.792 9926.132 1444.148 0.000 -6206.202 2386.948 4078.792 7766.539 175.864 3702.514 2955.163 7307.120 -3519.055 -1037.693 -6479.128 3001.800 2967.502 0.000 0.000
-1205.428 322.248 -2833.255 -6192.594 -11125.656 1759.261 9093.396 -9532.549 178.640 5856.572 105.761 -1529.147 0.000 -3995.780 -2614.948 -6658.688 9929.093 1435.910 0.000 -6209.954 2392.944 4085.283 7759.477 160.490 3700.601 2956.579 7301.621 -3535.845 -1043.449 -6496.452 2986.757 2949.517 0.000 0.000
-1203.460 322.965 -2831.490 -6192.226 -11123.615 1762.516 9095.234 -9532.990 179.413 5858.411 108.317 -1529.938 0.000 -3996.386 -2614.856 -6657.419 9929.607 1434.512 0.000 -6211.462 2394.194 4085.707 7759.311 158.062 3699.553 2956.009 7300.076 -3538.254 -1044.883 -6499.118 2985.543 2947.071 0.000 0.000
-1217.565 306.506 -2839.471 -6193.476 -11132.736 1742.324 9088.117 -9532.033 176.967 5843.588 97.596 -1530.067 0.000 -3991.292 -2618.037 -6668.490 9925.212 1443.891 0.000 -6207.655 2386.654 4078.884 7765.876 177.096 3703.121 2954.427 7308.425 -3518.577 -1038.116 -6481.409 3002.462 2968.036 0.000 0.000
-1225.988 296.447 -2844.988 -6195.315 -11140.221 1729.488 9083.317 -9530.673 174.944 5835.497 89.541 -1529.276 0.000 -3987.780 -2622.433 -6676.232 9922.932 1450.861 0.000 -6203.315 2383.344 4074.985 7772.718 189.840 3703.673 2953.030 7313.151 -3507.304 -1034.401 -6470.007 3013.478 2981.038 0.000 0.000
-1231.836 290.397 -2848.868 -6196.529 -11146.842 1720.532 9079.253 -9529.919 175.165 5829.704 84.925 -1526.352 0.000 -3984.764 -2626.478 -6682.043 9922.987 1454.097 0.000 -6201.513 2380.071 4073.385 7776.580 198.152 3703.985 2952.276 7316.958 -3499.212 -1031.477 -6463.129 3022.507 2988.118 0.000 0.000
-1244.323 275.832 -2855.544 -6198.460 -11155.632 1705.856 9073.240 -9528.595 172.572 5816.206 76.153 -1528.080 0.000 -3979.357 -2630.542 -6691.643 9918.261 1462.961 0.000 -6197.283 2374.701 4067.022 7782.336 214.244 3706.376 2951.191 7321.298 -3481.466 -1025.684 -6445.971 3038.469 3005.901 0.000 0.000
-1248.497 271.308 -2856.206 -6198.497 -11157.912 1699.291 9072.211 -9529.018 172.590 5812.693 73.836 -1527.271 0.000 -3978.327 -2631.554 -6694.310 9918.757 1465.352 0.000 -6196.897 2372.328 4066.287 7784.653 218.050 3706.394 2949.995 7322.328 -3476.758 -1024.213 -6440.104 3042.515 3011.399 0.000 0.000
-1235.164 286.387 -2848.758 -6196.621 -11147.374 1717.755 9078.168 -9530.765 174.760 5826.044 82.829 -1527.473 0.000 -3982.925 -2626.552 -6683.588 9922.895 1456.764 0.000 -6200.244 2378.857 4071.804 7776.837 200.175 3703.875 2951.135 7315.745 -3496.123 -1029.233 -6457.244 3025.854 2992.494 0.000 0.000
-1224.958 298.415 -2842.653 -6194.929 -11139.891 1732.485 9083.483 -9532.311 177.022 5837.133 91.196 -1529.956 0.000 -3987.798 -2622.102 -6674.522 9923.741 1449.665 0.000 -6202.984 2384.889 4078.221 7771.173 186.144 3702.514 2951.485 7311.221 -3510.136 -1033.481 -6472.195 3011.914 2977.415 0.000 0.000
-1219.459 303.600 -2841.053 -6193.881 -11134.869 1739.290 9085.378 -9531.647 176.047 5842.448 95.757 -1528.099 0.000 -3990.575 -2619.656 -6670.807 9924.771 1445.417 0.000 -6205.448 2387.096 4079.417 7768.377 179.082 3702.882 2953.434 7308.315 -3516.885 -1035.982 -6478.337 3004.926 2970.739 0.000 0.000
-1208.223 317.761 -2834.469 -6192.391 -11124.994 1756.282 9092.936 -9531.887 178.990 5854.402 103.389 -1528.798 0.000 -3995.007 -2616.143 -6659.351 9928.927 1436.388 0.000 -6208.851 2391.969 4085.191 7761.923 162.880 3699.333 2955.273 7302.393 -3534.742 -1042.051 -6494.355 2989.037 2954.574 0.000 0.000
-1203.239 324.326 -2829.155 -6192.410 -11121.408 1763.785 9094.131 -9532.328 180.259 5859.882 108.207 -1528.761 0.000 -3996.772 -2612.208 -6656.592 9931.023 1433.353 0.000 -6210.193 2395.334 4088.355 7758.484 154.476 3699.406 2956.137 7299.028 -3543.661 -1045.122 -6502.098 2982.472 2945.379 0.000 0.000
-1213.648 311.563 -2835.260 -6193.017 -11129.224 1748.319 9088.927 -9533.671 177.978 5848.719 99.931 -1528.816 0.000 -3993.297 -2617.559 -6665.419 9927.234 1441.684 0.000 -6207.232 2389.634 4082.562 7764.976 171.045 3701.392 2954.942 7305.409 -3527.754 -1039.440 -6488.452 2996.669 2962.041 0.000 0.000
-1225.013 296.428 -2842.836 -6194.819 -11138.879 1731.088 9082.417 -9531.722 177.022 5836.398 91.104 -1527.786 0.000 -3988.203 -2623.315 -6676.802 9925.378 1449.150 0.000 -6203.242 2382.976 4077.266 7771.688 187.541 3703.985 2953.710 7311.552 -3510.155 -1033.169 -6472.618 3012.595 2978.518 0.000 0.000
-1230.125 292.272 -2845.797 -6195.444 -11142.373 1725.938 9080.081 -9531.133 176.287 5831.653 87.040 -1526.848 0.000 -3985.977 -2623.959 -6679.451 9923.631 1452.681 0.000 -6202.230 2382.167 4075.813 7774.961 193.978 3703.066 2951.908 7314.991 -3504.729 -1032.120 -6467.874 3017.505 2984.164 0.000 0.000
-1242.134 277.946 -2851.553 -6197.394 -11151.623 1709.957 9074.748 -9530.765 173.988 5819.589 78.121 -1526.793 0.000 -3981.546 -2628.777 -6688.094 9919.529 1460.994 0.000 -6198.276 2375.896 4070.314 7781.306 209.278 3704.739 2950.473 7319.901 -3487.498 -1026.015 -6451.194 3034.203 3001.064 0.000 0.000
-1249.233 269.763 -2856.850 -6197.945 -11156.440 1697.949 9071.475 -9529.717 173.087 5811.718 73.394 -1528.981 0.000 -3979.375 -2632.161 -6695.229 9918.059 1465.444 0.000 -6194.966 2372.476 4067.169 7784.653 219.117 3707.626 2952.000 7324.792 -3477.089 -1022.944 -6441.153 3041.872 3011.620 0.000 0.000
-1239.468 281.643 -2851.222 -6197.890 -11149.453 1712.201 9075.612 -9530.912 174.392 5823.323 80.383 -1528.724 0.000 -3981.748 -2626.993 -6687.395 9921.130 1458.198 0.000 -6197.706 2377.845 4072.061 7778.731 206.979 3706.192 2951.227 7318.816 -3491.544 -1027.652 -6455.295 3030.249 2997.166 0.000 0.000
-1225.289 296.870 -2842.230 -6194.966 -11138.456 1731.878 9082.564 -9532.549 174.871 5837.575 90.442 -1528.393 0.000 -3987.927 -2622.653 -6675.332 9924.366 1449.224 0.000 -6202.414 2384.208 4078.737 7772.019 186.879 3703.176 2952.882 7311.184 -3511.111 -1033.978 -6473.004 3013.441 2977.985 0.000 0.000
-1220.857 301.596 -2839.968 -6195.573 -11136.175 1735.814 9085.010 -9532.604 175.624 5840.719 92.851 -1527.988 0.000 -3989.987 -2621.458 -6671.562 9924.017 1446.502 0.000 -6203.370 2386.268 4078.920 7769.021 183.017 3703.728 2954.703 7309.602 -3516.959 -1034.860 -6478.485 3008.034 2974.546 0.000 0.000
-1209.933 314.506 -2833.255 -6192.759 -11125.840 1752.494 9091.410 -9533.175 177.114 5851.864 101.862 -1529.276 0.000 -3993.683 -2614.856 -6662.789 9926.867 1437.638 0.000 -6207.673 2391.307 4085.100 7762.677 165.712 3700.951 2955.273 7304.067 -3532.388 -1038.704 -6493.104 2991.501 2957.222 0.000 0.000
-1199.727 325.246 -2827.922 -6191.987 -11119.091 1765.201 9094.628 -9534.130 179.781 5861.629 108.299 -1529.386 0.000 -3998.372 -2611.435 -6654.881 9931.354 1432.084 0.000 -6211.315 2395.886 4088.115 7757.417 153.483 3698.947 2955.641 7298.568 -3544.709 -1044.092 -6504.359 2980.081 2945.048 0.000 0.000
-1208.922 316.878 -2833.697 -6194.396 -11124.627 1754.535 9091.078 -9532.990 179.394 5853.114 103.609 -1528.117 0.000 -3995.485 -2615.978 -6661.833 9930.325 1438.024 0.000 -6209.016 2391.712 4086.405 7762.677 164.517 3700.197 2954.795 7303.276 -3535.643 -1040.286 -6494.741 2990.435 2955.163 0.000 0.000
-1224.719 299.150 -2840.961 -6195.462 -11136.083 1734.839 9083.686 -9532.420 177.813 5839.211 91.711 -1527.032 0.000 -3988.313 -2620.980 -6674.393 9925.268 1446.539 0.000 -6203.186 2384.723 4080.189 7770.382 184.121 3703.250 2952.698 7311.055 -3514.752 -1033.720 -6477.197 3010.020 2975.006 0.000 0.000
-1228.820 295.068 -2842.745 -6195.462 -11140.185 1727.980 9081.129 -9531.868 176.397 5834.356 88.769 -1527.400 0.000 -3987.835 -2622.708 -6676.839 9924.587 1450.787 0.000 -6201.973 2383.602 4078.939 7771.908 190.208 3703.121 2952.809 7313.850 -3509.842 -1032.378 -6471.073 3014.029 2981.828 0.000 0.000
-1239.394 282.158 -2848.666 -6197.559 -11148.331 1712.275 9075.796 -9531.520 174.999 5824.793 79.886 -1527.713 0.000 -3983.348 -2626.147 -6685.924 9920.136 1458.824 0.000 -6198.772 2378.563 4072.797 7778.106 204.313 3705.328 2951.558 7319.202 -3494.431 -1026.548 -6456.748 3029.624 2997.239 0.000 0.000
-1248.718 271.087 -2855.103 -6198.019 -11156.423 1698.979 9071.069 -9530.728 172.829 5813.760 71.978 -1526.278 0.000 -3978.768 -2631.296 -6694.917 9918.519 1464.157 0.000 -6194.377 2372.715 4068.383 7783.421 219.025 3705.806 2950.620 7325.031 -3480.326 -1022.006 -6444.150 3042.681 3011.142 0.000 0.000
-1240.865 278.075 -2851.388 -6197.688 -11151.438 1708.339 9073.976 -9531.114 174.117 5819.957 77.238 -1526.995 0.000 -3980.718 -2627.637 -6690.484 9921.074 1460.129 0.000 -6196.603 2374.260 4071.086 7781.324 210.474 3704.813 2951.705 7321.703 -3490.109 -1025.298 -6452.813 3033.412 3001.506 0.000 0.000
-1226.208 294.755 -2841.586 -6195.683 -11138.584 1729.469 9083.667 -9531.739 175.992 5835.257 89.449 -1528.522 0.000 -3986.511 -2623.481 -6678.035 9923.429 1449.592 0.000 -6201.642 2382.498 4078.221 7772.938 189.858 3702.771 2952.423 7311.607 -3511.497 -1031.569 -6472.195 3014.231 2981.166 0.000 0.000
-1221.795 299.812 -2839.085 -6194.377 -11135.918 1734.802 9084.568 -9533.413 176.066 5839.322 92.704 -1528.430 0.000 -3989.416 -2620.943 -6673.565 9924.237 1446.410 0.000 -6203.002 2385.771 4080.796 7770.823 183.495 3703.434 2954.207 7309.989 -3518.356 -1034.143 -6477.988 3008.954 2975.336 0.000 0.000
-1213.133 311.306 -2831.784 -6194.065 -11126.189 1749.441 9088.927 -9533.486 178.475 5849.160 99.747 -1528.393 0.000 -3993.242 -2616.566 -6665.419 9928.283 1439.532 0.000 -6205.632 2390.295 4084.566 7764.681 168.912 3701.926 2953.839 7304.784 -3531.432 -1038.520 -6491.431 2995.051 2960.717 0.000 0.000
-1201.989 325.098 -2827.058 -6191.748 -11117.271 1764.263 9094.370 -9534.848 180.682 5860.672 107.747 -1528.742 0.000 -3998.740 -2612.557 -6654.845 9931.189 1431.643 0.000 -6209.402 2395.647 4089.734 7758.318 154.678 3700.712 2955.310 7298.936 -3547.450 -1042.382 -6505.628 2980.228 2943.834 0.000 0.000
-1204.950 318.533 -2829.155 -6193.201 -11121.592 1759.279 9092.163 -9534.351 179.965 5858.171 106.129 -1528.356 0.000 -3997.030 -2615.003 -6657.916 9930.674 1434.586 0.000 -6208.667 2395.077 4087.343 7760.875 160.747 3699.553 2955.659 7301.051 -3542.448 -1041.573 -6500.792 2985.911 2949.499 0.000 0.000
-1220.269 302.571 -2837.283 -6194.598 -11134.023 1739.179 9084.937 -9533.284 177.004 5840.535 94.819 -1526.260 0.000 -3991.090 -2621.458 -6671.782 9926.628 1444.553 0.000 -6202.984 2387.004 4080.281 7768.690 181.013 3701.926 2954.482 7309.492 -3520.398 -1035.026 -6480.802 3005.165 2971.511 0.000 0.000
-1225.914 295.987 -2840.427 -6195.389 -11137.555 1729.561 9081.864 -9531.905 176.397 5837.557 89.927 -1526.867 0.000 -3988.019 -2622.635 -6676.104 9925.083 1446.980 0.000 -6201.292 2383.546 4078.589 7772.092 188.939 3703.268 2953.305 7313.078 -3513.079 -1031.624 -6475.321 3011.124 2978.904 0.000 0.000
-1235.312 284.401 -2845.154 -6196.584 -11144.506 1717.442 9077.230 -9531.813 174.190 5827.847 83.196 -1527.676 0.000 -3984.892 -2627.288 -6683.386 9922.767 1454.484 0.000 -6197.982 2379.574 4074.581 7777.499 201.407 3705.291 2951.319 7316.388 -3499.047 -1027.578 -6462.725 3024.456 2992.053 0.000 0.000
-1246.585 271.547 -2852.602 -6197.725 -11154.124 1702.050 9071.493 -9532.384 173.105 5813.483 73.689 -1526.572 0.000 -3979.192 -2630.211 -6692.765 9918.592 1461.950 0.000 -6195.242 2373.892 4069.413 7783.641 216.689 3705.861 2951.577 7324.370 -3484.390 -1021.491 -6447.129 3040.345 3009.009 0.000 0.000
-1245.500 274.728 -2851.553 -6199.195 -11150.244 1703.760 9073.811 -9532.401 173.418 5816.592 74.443 -1526.903 0.000 -3979.688 -2629.421 -6691.478 9919.309 1461.417 0.000 -6196.271 2375.216 4070.737 7783.311 213.342 3707.001 2950.271 7322.807 -3487.627 -1022.374 -6450.238 3036.355 3006.379 0.000 0.000
-1230.254 290.691 -2842.542 -6196.952 -11139.504 1724.578 9081.000 -9532.070 175.036 5832.793 85.992 -1526.683 0.000 -3985.867 -2623.554 -6678.568 9923.336 1451.872 0.000 -6200.060 2382.829 4077.486 7774.557 192.966 3702.937 2951.889 7314.567 -3508.536 -1029.895 -6469.087 3017.137 2984.292 0.000 0.000
-1223.174 299.113 -2838.258 -6195.646 -11134.741 1734.526 9083.723 -9533.396 177.960 5840.186 91.693 -1527.124 0.000 -3989.692 -2621.476 -6673.180 9925.139 1445.380 0.000 -6201.053 2385.588 4080.778 7769.757 182.889 3703.360 2952.515 7311.331 -3518.798 -1030.355 -6478.411 3007.869 2973.810 0.000 0.000
-1217.032 308.198 -2834.396 -6193.917 -11127.752 1745.597 9086.720 -9534.756 178.714 5847.726 97.780 -1527.308 0.000 -3992.745 -2617.761 -6666.063 9927.290 1439.735 0.000 -6204.253 2388.365 4082.948 7765.123 174.411 3703.562 2952.276 7306.991 -3529.354 -1034.401 -6487.956 2998.214 2964.284 0.000 0.000
