trial,trigger,latency,scene_category,old,behavior,subsequent_memory
124,1039,694808,manmade,new,falsealarm,na
125,1111,697314.5,manmade,old,hit,subsequent_remembered
126,1119,698704.5,manmade,old,hit,na
127,1119,700770.5,manmade,old,hit,na
128,2119,702424,natural,old,hit,na
129,2111,704472,natural,old,hit,subsequent_remembered
130,1041,705994.5,manmade,new,correctreject,subsequent_remembered
131,2049,707943,natural,new,correctreject,na
132,1119,709793,manmade,old,hit,na
133,2041,711158,natural,new,correctreject,subsequent_remembered
134,1129,712606.5,manmade,old,miss,na
135,2049,714224.5,natural,new,correctreject,na
136,1121,716477,manmade,old,miss,subsequent_remembered
137,2041,718008,natural,new,correctreject,subsequent_remembered
138,2121,719400.5,natural,old,miss,subsequent_remembered
139,2119,720706,natural,old,hit,na
140,1049,722083,manmade,new,correctreject,na
141,2119,723757,natural,old,hit,na
142,1111,725508,manmade,old,hit,subsequent_remembered
143,2040,727028.5,natural,new,correctreject,subsequent_forgotten
144,1049,728848.5,manmade,new,correctreject,na
145,2041,730755.5,natural,new,correctreject,subsequent_remembered
146,2129,732122.5,natural,old,miss,na
147,1039,734436.5,manmade,new,falsealarm,na
148,2040,736120.5,natural,new,correctreject,subsequent_forgotten
149,1039,737994.5,manmade,new,falsealarm,na
150,2119,739428.5,natural,old,hit,na
151,1111,741870,manmade,old,hit,subsequent_remembered
152,1040,743943,manmade,new,correctreject,subsequent_forgotten
153,1049,745371.5,manmade,new,correctreject,na
154,2119,747086.5,natural,old,hit,na
155,2111,748714.5,natural,old,hit,subsequent_remembered
156,2040,750153,natural,new,correctreject,subsequent_forgotten
157,2111,751848,natural,old,hit,subsequent_remembered
158,2049,754034.5,natural,new,correctreject,na
159,1041,755656.5,manmade,new,correctreject,subsequent_remembered
160,1119,757364,manmade,old,hit,na
161,1119,759168.5,manmade,old,hit,na
162,2049,760648,natural,new,correctreject,na
163,1119,761892.5,manmade,old,hit,na
164,2041,763617.5,natural,new,correctreject,subsequent_remembered
165,1119,765527,manmade,old,hit,na
166,1039,767120.5,manmade,new,falsealarm,na
167,2120,768455.5,natural,old,miss,subsequent_forgotten
168,1119,769771,manmade,old,hit,na
169,2111,770954,natural,old,hit,subsequent_remembered
170,2041,772274.5,natural,new,correctreject,subsequent_remembered
171,2110,774312,natural,old,hit,subsequent_forgotten
172,1039,775720,manmade,new,falsealarm,na
173,2040,777670.5,natural,new,correctreject,subsequent_forgotten
174,2049,779350,natural,new,correctreject,na
175,2111,781665,natural,old,hit,subsequent_remembered
176,1121,783358.5,manmade,old,miss,subsequent_remembered
177,1041,784577,manmade,new,correctreject,subsequent_remembered
178,1049,786158.5,manmade,new,correctreject,na
179,2119,787746,natural,old,hit,na
180,1119,789015.5,manmade,old,hit,na
181,1111,790351.5,manmade,old,hit,subsequent_remembered
182,2041,791698,natural,new,correctreject,subsequent_remembered
183,1111,792957.5,manmade,old,hit,subsequent_remembered
184,1049,794217,manmade,new,correctreject,na
185,2119,795749,natural,old,hit,na
186,1041,797012,manmade,new,correctreject,subsequent_remembered
187,2129,798287,natural,old,miss,na
188,2049,800222,natural,new,correctreject,na
189,2121,801517.5,natural,old,miss,subsequent_remembered
190,1111,803593,manmade,old,hit,subsequent_remembered
191,1040,805817.5,manmade,new,correctreject,subsequent_forgotten
192,2049,807185,natural,new,correctreject,na
193,2119,809278.5,natural,old,hit,na
194,2121,810979.5,natural,old,miss,subsequent_remembered
195,2119,813051.5,natural,old,hit,na
196,1031,815198,manmade,new,falsealarm,subsequent_remembered
197,1049,817111.5,manmade,new,correctreject,na
198,2041,818391,natural,new,correctreject,subsequent_remembered
199,2119,820055,natural,old,hit,na
200,1119,822031.5,manmade,old,hit,na
201,1111,824898,manmade,old,hit,subsequent_remembered
202,2111,826331.5,natural,old,hit,subsequent_remembered
203,2039,827811,natural,new,falsealarm,na
204,2041,829050,natural,new,correctreject,subsequent_remembered
205,1039,830463,manmade,new,falsealarm,na
206,2111,832352,natural,old,hit,subsequent_remembered
207,2041,833970,natural,new,correctreject,subsequent_remembered
208,2121,835357.5,natural,old,miss,subsequent_remembered
209,2049,836867.5,natural,new,correctreject,na
210,2119,839115.5,natural,old,hit,na
211,2041,840584.5,natural,new,correctreject,subsequent_remembered
212,2119,842627,natural,old,hit,na
213,2049,843702,natural,new,correctreject,na
214,1119,845105,manmade,old,hit,na
215,1121,846723,manmade,old,miss,subsequent_remembered
216,2119,848770.5,natural,old,hit,na
217,1030,850531.5,manmade,new,falsealarm,subsequent_forgotten
218,2119,852681.5,natural,old,hit,na
219,1119,854146.5,manmade,old,hit,na
220,1111,855395,manmade,old,hit,subsequent_remembered
221,2049,856798,natural,new,correctreject,na
222,2041,857934.5,natural,new,correctreject,subsequent_remembered
223,1049,859475.5,manmade,new,correctreject,na
224,2041,860775.5,natural,new,correctreject,subsequent_remembered
225,2049,862639,natural,new,correctreject,na
226,1041,863878,manmade,new,correctreject,subsequent_remembered
227,2129,865316.5,natural,old,miss,na
228,2111,866555.5,natural,old,hit,subsequent_remembered
229,2049,868460,natural,new,correctreject,na
230,2111,869996,natural,old,hit,subsequent_remembered
231,1119,871877,manmade,old,hit,na
232,1041,873840.5,manmade,new,correctreject,subsequent_remembered
233,1039,875740,manmade,new,falsealarm,na
234,1041,876999.5,manmade,new,correctreject,subsequent_remembered
235,2049,878991,natural,new,correctreject,na
236,2111,880547,natural,old,hit,subsequent_remembered
237,2031,881699,natural,new,falsealarm,subsequent_remembered
238,2111,883511.5,natural,old,hit,subsequent_remembered
239,1119,885242,manmade,old,hit,na
240,2111,886798,natural,old,hit,subsequent_remembered
241,2039,888144.5,natural,new,falsealarm,na
242,1111,890120.5,manmade,old,hit,subsequent_remembered
243,1119,891457,manmade,old,hit,na
244,1119,893591.5,manmade,old,hit,na
245,2111,894889,natural,old,hit,subsequent_remembered
246,1111,896269,manmade,old,hit,subsequent_remembered
247,2111,897836,natural,old,hit,subsequent_remembered
248,2041,899259,natural,new,correctreject,subsequent_remembered
249,2049,900554.5,natural,new,correctreject,na
250,1111,902133.5,manmade,old,hit,subsequent_remembered
251,2041,903969,natural,new,correctreject,subsequent_remembered
252,2119,905920,natural,old,hit,na
253,2039,907527,natural,new,falsealarm,na
254,2119,909498,natural,old,hit,na
255,2041,910931.5,natural,new,correctreject,subsequent_remembered
256,1119,912518.5,manmade,old,hit,na
257,2119,913737,natural,old,hit,na
258,1111,914878.5,manmade,old,hit,subsequent_remembered
259,1049,916277.5,manmade,new,correctreject,na
260,2031,917474.5,natural,new,falsealarm,subsequent_remembered
261,2039,919455.5,natural,new,falsealarm,na
262,1031,920884,manmade,new,falsealarm,subsequent_remembered
263,2049,922363.5,natural,new,correctreject,na
264,1041,924063,manmade,new,correctreject,subsequent_remembered
265,2111,925931.5,natural,old,hit,subsequent_remembered
266,1049,927764.5,manmade,new,correctreject,na
267,1041,929415.5,manmade,new,correctreject,subsequent_remembered
268,1049,931133,manmade,new,correctreject,na
269,2119,932955.5,natural,old,hit,na
270,2031,934235.5,natural,new,falsealarm,subsequent_remembered
271,2111,936032.5,natural,old,hit,subsequent_remembered
272,1111,937660.5,manmade,old,hit,subsequent_remembered
273,1049,939104,manmade,new,correctreject,na
274,2041,940353.5,natural,new,correctreject,subsequent_remembered
275,2111,941925,natural,old,hit,subsequent_remembered
276,1049,943415,manmade,new,correctreject,na
277,1121,945698,manmade,old,miss,subsequent_remembered
278,1041,947561.5,manmade,new,correctreject,subsequent_remembered
279,1049,949604.5,manmade,new,correctreject,na
280,1119,951319.5,manmade,old,hit,na
281,1041,952881,manmade,new,correctreject,subsequent_remembered
282,1119,954191.5,manmade,old,hit,na
283,1111,955369,manmade,old,hit,subsequent_remembered
284,1049,956892,manmade,new,correctreject,na
285,2031,958108,natural,new,falsealarm,subsequent_remembered
286,2039,959889.5,natural,new,falsealarm,na
287,2119,960969.5,natural,old,hit,na
288,2119,962362,natural,old,hit,na
289,2119,964032.5,natural,old,hit,na
290,2119,965833,natural,old,hit,na
291,2031,967427.5,natural,new,falsealarm,subsequent_remembered
292,2049,969002,natural,new,correctreject,na
293,1119,970548.5,manmade,old,hit,na
294,2111,972033,natural,old,hit,subsequent_remembered
295,1041,973635.5,manmade,new,correctreject,subsequent_remembered
296,1119,975406.5,manmade,old,hit,na
297,2049,976615,natural,new,correctreject,na
298,2111,978023,natural,old,hit,subsequent_remembered
299,2119,979569,natural,old,hit,na
300,2119,980951,natural,old,hit,na
301,2040,983280.5,natural,new,correctreject,subsequent_forgotten
302,1049,984744.5,manmade,new,correctreject,na
303,2041,986291,natural,new,correctreject,subsequent_remembered
304,2049,987668,natural,new,correctreject,na
305,1111,989664.5,manmade,old,hit,subsequent_remembered
306,1041,991768.5,manmade,new,correctreject,subsequent_remembered
307,1039,993187.5,manmade,new,falsealarm,na
308,2111,994420.5,natural,old,hit,subsequent_remembered
309,1040,996033,manmade,new,correctreject,subsequent_forgotten
310,1119,997441,manmade,old,hit,na
311,2121,999028,natural,old,miss,subsequent_remembered
312,1049,1000707.5,manmade,new,correctreject,na
313,2111,1002048.5,natural,old,hit,subsequent_remembered
314,2119,1003682,natural,old,hit,na
315,2111,1005105,natural,old,hit,subsequent_remembered
316,1111,1006518,manmade,old,hit,subsequent_remembered
317,1041,1008100,manmade,new,correctreject,subsequent_remembered
318,2119,1009820,natural,old,hit,na
319,2049,1011054,natural,new,correctreject,na
320,2111,1013117,natural,old,hit,subsequent_remembered
321,1119,1014607,manmade,old,hit,na
322,2041,1016537,natural,new,correctreject,subsequent_remembered
323,1049,1018278.5,manmade,new,correctreject,na
324,1111,1020351,manmade,old,hit,subsequent_remembered
325,1121,1021994.5,manmade,old,miss,subsequent_remembered
326,1119,1023811.5,manmade,old,hit,na
327,1111,1024994.5,manmade,old,hit,subsequent_remembered
328,2040,1026535.5,natural,new,correctreject,subsequent_forgotten
329,1119,1028527,manmade,old,hit,na
330,1111,1030451.5,manmade,old,hit,subsequent_remembered
331,2119,1032115.5,natural,old,hit,na
332,2119,1033528.5,natural,old,hit,na
333,1049,1035439,manmade,new,correctreject,na
334,1119,1036841,manmade,old,hit,na
335,1041,1038619.5,manmade,new,correctreject,subsequent_remembered
336,1049,1040301.5,manmade,new,correctreject,na
337,2119,1042068,natural,old,hit,na
338,1041,1044377,manmade,new,correctreject,subsequent_remembered
339,1049,1046748,manmade,new,correctreject,na
340,2040,1048580,natural,new,correctreject,subsequent_forgotten
341,1119,1049933,manmade,old,hit,na
342,1049,1051145,manmade,new,correctreject,na
343,2041,1052552.5,natural,new,correctreject,subsequent_remembered
344,1049,1053798.5,manmade,new,correctreject,na
345,2111,1055358,natural,old,hit,subsequent_remembered
346,2111,1057063,natural,old,hit,subsequent_remembered
347,1041,1058394,manmade,new,correctreject,subsequent_remembered
348,1049,1060180.5,manmade,new,correctreject,na
349,1041,1062387,manmade,new,correctreject,subsequent_remembered
350,1049,1063991,manmade,new,correctreject,na
351,1119,1065925,manmade,old,hit,na
352,1041,1067742,manmade,new,correctreject,subsequent_remembered
353,2049,1069309,natural,new,correctreject,na
354,1111,1071428.5,manmade,old,hit,subsequent_remembered
355,1111,1072974.5,manmade,old,hit,subsequent_remembered
356,1031,1074259.5,manmade,new,falsealarm,subsequent_remembered
357,1049,1076496.5,manmade,new,correctreject,na
358,1031,1079768,manmade,new,falsealarm,subsequent_remembered
359,1111,1081805.5,manmade,old,hit,subsequent_remembered
360,2049,1083602.5,natural,new,correctreject,na
361,2119,1084928.5,natural,old,hit,na
362,1111,1086700,manmade,old,hit,subsequent_remembered
363,1111,1088389,manmade,old,hit,subsequent_remembered
364,2041,1089659,natural,new,correctreject,subsequent_remembered
365,2049,1091358.5,natural,new,correctreject,na
366,1111,1092710,manmade,old,hit,subsequent_remembered
367,2041,1094046.5,natural,new,correctreject,subsequent_remembered
368,1049,1095741,manmade,new,correctreject,na
369,2041,1096954,natural,new,correctreject,subsequent_remembered
370,1049,1098853.5,manmade,new,correctreject,na
371,2119,1100451,natural,old,hit,na
372,1119,1101961,manmade,old,hit,na
373,1041,1103113,manmade,new,correctreject,subsequent_remembered
374,1111,1104789.5,manmade,old,hit,subsequent_remembered
375,1119,1106307.5,manmade,old,hit,na
376,1119,1108161,manmade,old,hit,na
377,2049,1109277,natural,new,correctreject,na
378,2040,1111140.5,natural,new,correctreject,subsequent_forgotten
379,1119,1113009,manmade,old,hit,na
380,2119,1114504,natural,old,hit,na
381,1039,1116352,manmade,new,falsealarm,na
382,2031,1118574,natural,new,falsealarm,subsequent_remembered
383,1049,1120396.5,manmade,new,correctreject,na
384,2041,1121917,natural,new,correctreject,subsequent_remembered
385,2111,1123575.5,natural,old,hit,subsequent_remembered
386,2049,1125674.5,natural,new,correctreject,na
387,1041,1127313,manmade,new,correctreject,subsequent_remembered
388,2121,1128905,natural,old,miss,subsequent_remembered
389,1049,1131772,manmade,new,correctreject,na
390,1119,1134132,manmade,old,hit,na
391,2110,1135473.5,natural,old,hit,subsequent_forgotten
392,1119,1137562,manmade,old,hit,na
393,1119,1139405,manmade,old,hit,na
394,2120,1140767,natural,old,miss,subsequent_forgotten
395,1040,1142303,manmade,new,correctreject,subsequent_forgotten
396,1049,1144084.5,manmade,new,correctreject,na
397,1111,1146040,manmade,old,hit,subsequent_remembered
398,1041,1148072.5,manmade,new,correctreject,subsequent_remembered
399,1049,1149564.5,manmade,new,correctreject,na
400,2121,1151451.5,natural,old,miss,subsequent_remembered
401,2119,1154190.5,natural,old,hit,na
402,2111,1155859.5,natural,old,hit,subsequent_remembered
403,2111,1157692.5,natural,old,hit,subsequent_remembered
404,1041,1158972,manmade,new,correctreject,subsequent_remembered
405,1121,1160610,manmade,old,miss,subsequent_remembered
406,2119,1161828.5,natural,old,hit,na
407,1049,1162996,manmade,new,correctreject,na
408,2041,1164246.5,natural,new,correctreject,subsequent_remembered
409,1111,1165944.5,manmade,old,hit,subsequent_remembered
410,2119,1168171.5,natural,old,hit,na
411,2049,1169938,natural,new,correctreject,na
412,1119,1171105,manmade,old,hit,na
413,2119,1172344,natural,old,hit,na
414,2031,1173680.5,natural,new,falsealarm,subsequent_remembered
415,1049,1175441.5,manmade,new,correctreject,na
416,1031,1177125.5,manmade,new,falsealarm,subsequent_remembered
417,2049,1179168.5,natural,new,correctreject,na
418,2119,1180438,natural,old,hit,na
419,1041,1182488,manmade,new,correctreject,subsequent_remembered
420,2049,1184349.5,natural,new,correctreject,na
421,1119,1186028.5,manmade,old,hit,na
422,1111,1187170,manmade,old,hit,subsequent_remembered
423,1031,1188803.5,manmade,new,falsealarm,subsequent_remembered
424,2049,1189945,natural,new,correctreject,na
425,1119,1191107,manmade,old,hit,na
426,2119,1192495.5,natural,old,hit,na
427,2031,1194435,natural,new,falsealarm,subsequent_remembered
428,1049,1195976,manmade,new,correctreject,na
429,2031,1197138,natural,new,falsealarm,subsequent_remembered
430,2111,1198377,natural,old,hit,subsequent_remembered
431,1049,1200593.5,manmade,new,correctreject,na
432,1111,1202969,manmade,old,hit,subsequent_remembered
433,1111,1204633,manmade,old,hit,subsequent_remembered
434,1041,1205902.5,manmade,new,correctreject,subsequent_remembered
435,1049,1207551,manmade,new,correctreject,na
436,2041,1209757.5,natural,new,correctreject,subsequent_remembered
437,2049,1211248,natural,new,correctreject,na
438,1119,1213111,manmade,old,hit,na
439,1111,1214509.5,manmade,old,hit,subsequent_remembered
440,2119,1215952,natural,old,hit,na
441,2041,1217821,natural,new,correctreject,subsequent_remembered
442,2111,1219536,natural,old,hit,subsequent_remembered
443,1119,1221576,manmade,old,hit,na
444,2111,1222868.5,natural,old,hit,subsequent_remembered
445,2111,1224512,natural,old,hit,subsequent_remembered
446,2110,1226544.5,natural,old,hit,subsequent_forgotten
447,1049,1228218.5,manmade,new,correctreject,na
448,2041,1229467.5,natural,new,correctreject,subsequent_remembered
449,1049,1231392.5,manmade,new,correctreject,na
450,1040,1232739,manmade,new,correctreject,subsequent_forgotten
451,2129,1234679.5,natural,old,miss,na
452,2119,1237085.5,natural,old,hit,na
453,1049,1238495.5,manmade,new,correctreject,na
454,2129,1240648.5,natural,old,miss,na
455,1041,1242834.5,manmade,new,correctreject,subsequent_remembered
456,1049,1244831.5,manmade,new,correctreject,na
457,1031,1246198.5,manmade,new,falsealarm,subsequent_remembered
458,1111,1247657.5,manmade,old,hit,subsequent_remembered
459,2049,1249003.5,natural,new,correctreject,na
460,2111,1250268,natural,old,hit,subsequent_remembered
461,2041,1252300.5,natural,new,correctreject,subsequent_remembered
462,1039,1253534.5,manmade,new,falsealarm,na
463,2041,1255172.5,natural,new,correctreject,subsequent_remembered
464,1111,1257031,manmade,old,hit,subsequent_remembered
465,1049,1259137,manmade,new,correctreject,na
466,1041,1260574,manmade,new,correctreject,subsequent_remembered
467,1111,1262939.5,manmade,old,hit,subsequent_remembered
468,1119,1264546.5,manmade,old,hit,na
469,2119,1266133.5,natural,old,hit,na
470,1119,1267726,manmade,old,hit,na
471,1111,1269246.5,manmade,old,hit,subsequent_remembered
472,1049,1271079,manmade,new,correctreject,na
473,2111,1273250.5,natural,old,hit,subsequent_remembered
474,1119,1275241,manmade,old,hit,na
475,1041,1276536.5,manmade,new,correctreject,subsequent_remembered
476,1049,1278313,manmade,new,correctreject,na
477,2031,1279789.5,natural,new,falsealarm,subsequent_remembered
478,2049,1281379.5,natural,new,correctreject,na
479,1111,1282797.5,manmade,old,hit,subsequent_remembered
480,2041,1284840.5,natural,new,correctreject,subsequent_remembered
481,2049,1286418,natural,new,correctreject,na
482,2119,1287850.5,natural,old,hit,na
483,1041,1289783,manmade,new,correctreject,subsequent_remembered
484,2039,1291250,natural,new,falsealarm,na
485,2111,1293262,natural,old,hit,subsequent_remembered
486,2111,1295043.5,natural,old,hit,subsequent_remembered
487,2111,1296493.5,natural,old,hit,subsequent_remembered
488,2041,1298207.5,natural,new,correctreject,subsequent_remembered
489,1049,1299699.5,manmade,new,correctreject,na
490,2111,1301627,natural,old,hit,subsequent_remembered
491,1111,1303686,manmade,old,hit,subsequent_remembered
492,1031,1305257,manmade,new,falsealarm,subsequent_remembered
493,1119,1306583,manmade,old,hit,na
494,2049,1308057.5,natural,new,correctreject,na
495,2119,1310054,natural,old,hit,na
496,2041,1312245,natural,new,correctreject,subsequent_remembered
497,1039,1314170,manmade,new,falsealarm,na
498,2119,1315787.5,natural,old,hit,na
499,1119,1317390,manmade,old,hit,na
500,1041,1319499.5,manmade,new,correctreject,subsequent_remembered
501,2111,1322192.5,natural,old,hit,subsequent_remembered
502,2049,1323636,natural,new,correctreject,na
503,2040,1325131,natural,new,correctreject,subsequent_forgotten
504,1111,1327209.5,manmade,old,hit,subsequent_remembered
505,2039,1329068.5,natural,new,falsealarm,na
506,2129,1330834,natural,old,miss,na
507,2031,1332856,natural,new,falsealarm,subsequent_remembered
508,2049,1334996,natural,new,correctreject,na
509,1119,1336240,manmade,old,hit,na
510,1121,1338170.5,manmade,old,miss,subsequent_remembered
511,2119,1340379,natural,old,hit,na
512,2110,1341718,natural,old,hit,subsequent_forgotten
513,2041,1343259,natural,new,correctreject,subsequent_remembered
514,2039,1344641.5,natural,new,falsealarm,na
515,1119,1347057.5,manmade,old,hit,na
516,2040,1348619,natural,new,correctreject,subsequent_forgotten
517,2049,1349940,natural,new,correctreject,na
518,1041,1351378.5,manmade,new,correctreject,subsequent_remembered
519,2049,1352950.5,natural,new,correctreject,na
520,1041,1354209.5,manmade,new,correctreject,subsequent_remembered
521,1111,1356518.5,manmade,old,hit,subsequent_remembered
522,2039,1357793.5,natural,new,falsealarm,na
523,2111,1359252.5,natural,old,hit,subsequent_remembered
524,1111,1360404.5,manmade,old,hit,subsequent_remembered
525,2119,1362293.5,natural,old,hit,na
526,1041,1363496.5,manmade,new,correctreject,subsequent_remembered
527,1119,1364694.5,manmade,old,hit,na
528,2119,1366061.5,natural,old,hit,na
529,1039,1367664,manmade,new,falsealarm,na
530,1031,1369732,manmade,new,falsealarm,subsequent_remembered
531,2049,1371001.5,natural,new,correctreject,na
532,1041,1372711.5,manmade,new,correctreject,subsequent_remembered
533,2119,1374652,natural,old,hit,na
534,2111,1375880.5,natural,old,hit,subsequent_remembered
535,1039,1377995,manmade,new,falsealarm,na
536,2129,1380124.5,natural,old,miss,na
537,2111,1382266,natural,old,hit,subsequent_remembered
538,1041,1383647,manmade,new,correctreject,subsequent_remembered
539,1119,1385983.5,manmade,old,hit,na
540,1049,1388551.5,manmade,new,correctreject,na
541,1041,1390420,manmade,new,correctreject,subsequent_remembered
542,1111,1391920,manmade,old,hit,subsequent_remembered
543,1039,1393143.5,manmade,new,falsealarm,na
544,1111,1394567,manmade,old,hit,subsequent_remembered
545,1119,1396308.5,manmade,old,hit,na
546,2119,1397464.5,natural,old,hit,na
547,2119,1398708.5,natural,old,hit,na
548,1111,1400338.5,manmade,old,hit,subsequent_remembered
549,1041,1402394.5,manmade,new,correctreject,subsequent_remembered
550,2049,1403700,natural,new,correctreject,na
551,2031,1405072,natural,new,falsealarm,subsequent_remembered
552,1111,1407163,manmade,old,hit,subsequent_remembered
553,2039,1409147,natural,new,falsealarm,na
554,1041,1410827,manmade,new,correctreject,subsequent_remembered
555,1039,1412649,manmade,new,falsealarm,na
556,1111,1414391,manmade,old,hit,subsequent_remembered
557,1040,1416181.5,manmade,new,correctreject,subsequent_forgotten
558,2049,1417743,natural,new,correctreject,na
559,1111,1419688,manmade,old,hit,subsequent_remembered
560,1041,1420865.5,manmade,new,correctreject,subsequent_remembered
561,2119,1422857,natural,old,hit,na
562,1119,1424405.5,manmade,old,hit,na
563,2121,1426082.5,natural,old,miss,subsequent_remembered
564,1119,1427921.5,manmade,old,hit,na
565,1049,1429820,manmade,new,correctreject,na
566,1119,1431089.5,manmade,old,hit,na
567,2041,1432789,natural,new,correctreject,subsequent_remembered
568,1111,1434443.5,manmade,old,hit,subsequent_remembered
569,1119,1436070.5,manmade,old,hit,na
570,1119,1437304.5,manmade,old,hit,na
571,2039,1438942.5,natural,new,falsealarm,na
572,2119,1440243,natural,old,hit,na
573,2111,1441451.5,natural,old,hit,subsequent_remembered
574,1041,1443737,manmade,new,correctreject,subsequent_remembered
575,2111,1445603,natural,old,hit,subsequent_remembered
576,2121,1447396,natural,old,miss,subsequent_remembered
577,1049,1449627,manmade,new,correctreject,na
578,1119,1451455,manmade,old,hit,na
579,1111,1453072.5,manmade,old,hit,subsequent_remembered
580,1119,1454547,manmade,old,hit,na
581,1041,1456077.5,manmade,new,correctreject,subsequent_remembered
582,1049,1457501,manmade,new,correctreject,na
583,2119,1459405.5,natural,old,hit,na
584,1040,1460613.5,manmade,new,correctreject,subsequent_forgotten
585,1049,1461898.5,manmade,new,correctreject,na
586,1111,1463149.5,manmade,old,hit,subsequent_remembered
587,2119,1465088,natural,old,hit,na
588,2041,1466360,natural,new,correctreject,subsequent_remembered
589,1049,1467806.5,manmade,new,correctreject,na
590,1119,1469276,manmade,old,hit,na
591,2041,1470991,natural,new,correctreject,subsequent_remembered
592,2119,1472599,natural,old,hit,na
593,2049,1474390,natural,new,correctreject,na
594,1121,1476714.5,manmade,old,miss,subsequent_remembered
595,1119,1478317,manmade,old,hit,na
596,1031,1480027,manmade,new,falsealarm,subsequent_remembered
597,2049,1482074.5,natural,new,correctreject,na
598,1110,1483595,manmade,old,hit,subsequent_forgotten
599,2119,1485080,natural,old,hit,na
600,2041,1487109.5,natural,new,correctreject,subsequent_remembered
601,1049,1489733.5,manmade,new,correctreject,na
602,2040,1491694,natural,new,correctreject,subsequent_forgotten
603,2049,1493672.5,natural,new,correctreject,na
604,1119,1495498,manmade,old,hit,na
605,1111,1497080,manmade,old,hit,subsequent_remembered
606,2041,1500100.5,natural,new,correctreject,subsequent_remembered
607,1039,1501590,manmade,new,falsealarm,na
608,1119,1503218,manmade,old,hit,na
609,2041,1505035.5,natural,new,correctreject,subsequent_remembered
610,2111,1506789,natural,old,hit,subsequent_remembered
611,2049,1508097,natural,new,correctreject,na
612,1111,1509628,manmade,old,hit,subsequent_remembered
613,2030,1510877,natural,new,falsealarm,subsequent_forgotten
614,1111,1512279.5,manmade,old,hit,subsequent_remembered
615,2049,1513705,natural,new,correctreject,na
616,2041,1515121,natural,new,correctreject,subsequent_remembered
617,1121,1517123.5,manmade,old,miss,subsequent_remembered
618,2049,1518832.5,natural,new,correctreject,na
619,2111,1520000,natural,old,hit,subsequent_remembered
620,2119,1521203,natural,old,hit,na
621,1119,1522872,manmade,old,hit,na
622,2041,1524147,natural,new,correctreject,subsequent_remembered
623,2121,1525780,natural,old,miss,subsequent_remembered
624,1119,1527561.5,manmade,old,hit,na
625,1049,1529283.5,manmade,new,correctreject,na
626,2111,1530848,natural,old,hit,subsequent_remembered
627,2111,1532189.5,natural,old,hit,subsequent_remembered
628,1041,1533500,manmade,new,correctreject,subsequent_remembered
629,2111,1534780,natural,old,hit,subsequent_remembered
630,2111,1536199.5,natural,old,hit,subsequent_remembered
631,2049,1537928.5,natural,new,correctreject,na
632,1041,1539198,manmade,new,correctreject,subsequent_remembered
633,2119,1541502,natural,old,hit,na
634,1111,1542864,manmade,old,hit,subsequent_remembered
635,1049,1544169,manmade,new,correctreject,na
636,1041,1545372.5,manmade,new,correctreject,subsequent_remembered
637,2119,1547486.5,natural,old,hit,na
638,1119,1548695,manmade,old,hit,na
639,2039,1550662,natural,new,falsealarm,na
640,2121,1552565,natural,old,miss,subsequent_remembered
641,1119,1554367.5,manmade,old,hit,na
642,1111,1555800.5,manmade,old,hit,subsequent_remembered
643,1041,1557055,manmade,new,correctreject,subsequent_remembered
644,1049,1558626.5,manmade,new,correctreject,na
645,2119,1560326.5,natural,old,hit,na
646,2119,1562196,natural,old,hit,na
647,1041,1563505.5,manmade,new,correctreject,subsequent_remembered
648,1039,1564811,manmade,new,falsealarm,na
649,1041,1566495.5,manmade,new,correctreject,subsequent_remembered
650,1049,1568533,manmade,new,correctreject,na
651,2041,1570043,natural,new,correctreject,subsequent_remembered
652,2049,1571400,natural,new,correctreject,na
653,2041,1572680,natural,new,correctreject,subsequent_remembered
654,1119,1574451,manmade,old,hit,na
655,1049,1577635.5,manmade,new,correctreject,na
656,2041,1579422,natural,new,correctreject,subsequent_remembered
657,1111,1581009,manmade,old,hit,subsequent_remembered
658,1129,1582207,manmade,old,miss,na
659,2049,1583400,natural,new,correctreject,na
660,2111,1584833.5,natural,old,hit,subsequent_remembered
661,1041,1586579,manmade,new,correctreject,subsequent_remembered
662,1049,1588731.5,manmade,new,correctreject,na
663,2111,1590424,natural,old,hit,subsequent_remembered
664,2119,1592185,natural,old,hit,na
665,1041,1593444.5,manmade,new,correctreject,subsequent_remembered
666,1111,1595149.5,manmade,old,hit,subsequent_remembered
667,1111,1596342,manmade,old,hit,subsequent_remembered
668,2049,1597704,natural,new,correctreject,na
669,2041,1599183.5,natural,new,correctreject,subsequent_remembered
670,1049,1600678.5,manmade,new,correctreject,na
671,2041,1602047.5,natural,new,correctreject,subsequent_remembered
672,1119,1604180,manmade,old,hit,na
673,1111,1606189,manmade,old,hit,subsequent_remembered
674,1049,1607917.5,manmade,new,correctreject,na
675,2111,1609402,natural,old,hit,subsequent_remembered
676,2110,1611004.5,natural,old,hit,subsequent_forgotten
677,2031,1613656.5,natural,new,falsealarm,subsequent_remembered
678,2119,1615325.5,natural,old,hit,na
679,2119,1616728,natural,old,hit,na
680,1119,1618084.5,manmade,old,hit,na
681,2049,1619625.5,natural,new,correctreject,na
682,2041,1621223,natural,new,correctreject,subsequent_remembered
683,1119,1623183.5,manmade,old,hit,na
684,2049,1625042,natural,new,correctreject,na
685,1041,1626384.5,manmade,new,correctreject,subsequent_remembered
686,1049,1627735,manmade,new,correctreject,na
687,2119,1629173.5,natural,old,hit,na
